x	y	z	RNA Polymerase II Transcription Elongation
223	312	38	1
231	312	38	3
216	313	38	2
218	313	38	1
222	313	38	1
223	313	38	2
234	313	38	3
241	313	38	1
242	313	38	1
245	313	38	2
200	314	38	1
217	314	38	1
219	314	38	1
226	314	38	1
230	314	38	2
232	314	38	1
236	314	38	1
237	314	38	1
238	314	38	2
239	314	38	1
241	314	38	2
214	315	38	1
223	315	38	1
225	315	38	1
227	315	38	1
239	315	38	2
225	316	38	1
228	316	38	1
236	316	38	2
238	316	38	1
240	316	38	2
211	317	38	1
227	317	38	2
235	317	38	1
236	317	38	2
237	317	38	1
238	317	38	1
242	317	38	1
212	318	38	1
220	318	38	1
235	318	38	1
237	318	38	1
234	319	38	1
237	319	38	1
238	319	38	2
239	319	38	1
241	319	38	2
231	320	38	1
233	320	38	1
221	321	38	1
229	321	38	2
231	322	38	1
191	268	39	1
188	269	39	1
194	270	39	1
195	270	39	3
201	270	39	1
216	270	39	2
217	270	39	1
213	274	39	1
213	277	39	1
195	278	39	1
210	278	39	2
214	278	39	3
216	278	39	1
221	278	39	1
216	279	39	1
217	279	39	1
223	281	39	1
237	283	39	1
193	284	39	1
200	284	39	1
203	284	39	1
206	284	39	1
192	285	39	1
195	285	39	3
197	285	39	1
201	286	39	1
205	286	39	1
206	286	39	3
221	286	39	2
233	286	39	2
198	287	39	1
215	287	39	1
219	287	39	1
222	287	39	2
187	288	39	1
192	288	39	1
204	288	39	1
210	288	39	1
239	289	39	1
190	290	39	1
195	290	39	1
204	290	39	1
211	290	39	1
190	291	39	1
191	291	39	1
193	291	39	1
202	291	39	1
206	291	39	2
217	291	39	2
197	292	39	1
199	292	39	2
212	292	39	1
221	292	39	1
232	292	39	2
239	292	39	1
240	292	39	1
200	293	39	1
207	293	39	1
209	293	39	3
224	293	39	1
227	293	39	1
238	293	39	1
240	293	39	1
200	294	39	1
202	294	39	1
204	294	39	1
213	294	39	1
221	294	39	1
233	294	39	1
235	294	39	1
236	294	39	1
237	294	39	1
241	294	39	1
207	295	39	1
212	295	39	3
226	295	39	2
232	295	39	1
236	295	39	1
238	295	39	1
241	295	39	1
243	295	39	1
197	296	39	3
205	296	39	1
215	296	39	1
220	296	39	1
222	296	39	1
226	296	39	2
234	296	39	2
239	296	39	1
240	296	39	1
194	297	39	1
195	297	39	1
198	297	39	1
205	297	39	1
206	297	39	1
221	297	39	1
223	297	39	1
225	297	39	1
232	297	39	1
233	297	39	1
234	297	39	1
235	297	39	2
240	297	39	1
241	297	39	1
201	298	39	1
202	298	39	1
213	298	39	2
215	298	39	1
224	298	39	2
228	298	39	2
230	298	39	1
242	298	39	2
225	299	39	1
230	299	39	1
242	299	39	1
227	300	39	1
229	300	39	2
232	300	39	1
233	300	39	2
235	300	39	1
240	300	39	1
224	301	39	1
228	301	39	1
230	301	39	1
228	302	39	1
231	302	39	1
240	302	39	1
230	303	39	1
210	304	39	1
230	304	39	1
231	304	39	1
233	304	39	1
234	304	39	1
223	305	39	1
230	305	39	1
241	305	39	1
211	306	39	1
227	306	39	1
198	307	39	1
213	307	39	1
214	307	39	1
229	307	39	1
232	307	39	1
194	308	39	1
227	308	39	1
229	308	39	1
243	308	39	1
215	309	39	1
218	309	39	1
220	309	39	1
222	309	39	1
223	309	39	1
224	309	39	2
228	309	39	1
229	309	39	1
234	309	39	2
198	310	39	3
219	310	39	1
220	310	39	1
224	310	39	1
225	310	39	1
228	310	39	1
211	311	39	3
221	311	39	1
222	311	39	1
226	311	39	1
227	311	39	1
228	311	39	1
229	311	39	1
240	311	39	1
196	312	39	1
213	312	39	2
228	312	39	1
229	312	39	3
230	312	39	1
242	312	39	1
220	313	39	2
225	313	39	1
227	313	39	1
236	313	39	1
239	313	39	2
240	313	39	2
243	313	39	2
216	314	39	1
220	314	39	2
236	314	39	1
239	314	39	1
220	315	39	1
237	315	39	1
243	315	39	1
225	316	39	2
229	316	39	1
238	316	39	1
239	316	39	1
242	316	39	1
244	316	39	2
211	317	39	1
236	317	39	1
238	317	39	1
244	317	39	1
229	318	39	1
214	320	39	1
230	320	39	1
238	320	39	1
218	321	39	1
234	321	39	1
233	322	39	1
234	322	39	1
232	323	39	1
234	323	39	1
212	324	39	1
212	327	39	1
193	280	40	1
190	283	40	1
192	283	40	1
195	284	40	1
194	285	40	1
206	285	40	1
196	286	40	2
194	287	40	1
204	287	40	1
193	288	40	2
206	288	40	2
210	288	40	1
211	290	40	2
191	291	40	2
192	291	40	1
208	291	40	1
189	292	40	1
192	292	40	1
193	292	40	2
199	292	40	1
227	292	40	1
235	292	40	1
223	293	40	1
207	294	40	1
227	294	40	1
238	294	40	2
204	295	40	1
234	295	40	3
241	295	40	1
234	296	40	1
236	296	40	1
240	296	40	1
188	297	40	1
207	297	40	2
229	297	40	1
203	298	40	1
223	298	40	1
225	298	40	2
226	298	40	1
229	298	40	1
234	298	40	1
235	298	40	1
199	299	40	1
224	299	40	3
225	299	40	1
229	300	40	1
229	301	40	1
230	301	40	2
236	301	40	2
231	302	40	2
241	303	40	1
229	304	40	1
243	304	40	1
214	305	40	1
223	305	40	1
229	305	40	2
212	306	40	1
214	306	40	1
229	306	40	1
230	306	40	1
202	307	40	1
223	307	40	1
238	307	40	1
242	307	40	2
223	308	40	1
241	308	40	1
215	309	40	1
218	309	40	1
223	309	40	1
219	310	40	1
224	310	40	1
225	310	40	2
241	310	40	2
217	311	40	1
221	311	40	1
238	311	40	1
216	312	40	2
218	312	40	1
221	312	40	1
232	312	40	2
242	312	40	1
217	313	40	1
220	313	40	2
221	313	40	1
235	313	40	1
238	313	40	1
240	313	40	1
238	314	40	1
239	314	40	1
235	315	40	1
237	315	40	1
241	315	40	1
242	315	40	1
245	315	40	1
217	316	40	1
219	316	40	1
221	316	40	1
242	316	40	1
207	317	40	1
221	317	40	1
236	317	40	1
243	318	40	1
246	318	40	1
215	319	40	1
219	319	40	1
243	319	40	1
223	320	40	2
240	320	40	1
216	321	40	1
227	321	40	1
230	321	40	1
240	321	40	2
229	322	40	1
231	322	40	2
228	323	40	1
230	323	40	1
229	324	40	2
197	282	41	1
217	292	41	1
226	292	41	1
193	293	41	1
195	294	41	1
209	294	41	1
199	296	41	1
205	296	41	2
214	298	41	1
235	301	41	1
222	303	41	1
232	304	41	2
243	304	41	1
224	305	41	2
226	305	41	1
219	307	41	1
227	307	41	1
229	307	41	1
211	308	41	2
229	308	41	1
241	308	41	1
220	309	41	1
219	310	41	2
220	310	41	1
231	310	41	1
236	310	41	1
221	311	41	1
236	311	41	1
241	311	41	1
235	312	41	1
241	312	41	1
221	313	41	1
223	313	41	1
238	313	41	1
221	314	41	1
232	314	41	1
218	315	41	1
230	315	41	1
238	315	41	1
220	316	41	2
241	316	41	1
249	316	41	1
218	317	41	1
244	317	41	2
229	318	41	1
240	318	41	1
242	319	41	1
245	319	41	1
216	321	41	1
230	321	41	1
231	321	41	1
228	322	41	1
230	322	41	1
230	323	41	1
236	323	41	1
214	326	41	1
228	299	42	1
231	300	42	1
220	304	42	1
212	305	42	1
220	305	42	1
230	306	42	1
220	308	42	3
227	308	42	1
240	308	42	1
220	309	42	1
223	309	42	2
224	309	42	1
235	309	42	3
242	309	42	2
219	310	42	1
222	310	42	1
239	310	42	1
240	310	42	1
241	310	42	2
221	311	42	1
222	311	42	1
238	311	42	1
242	311	42	1
218	312	42	1
222	312	42	2
223	312	42	1
243	312	42	1
244	312	42	1
217	313	42	1
222	313	42	1
240	313	42	1
225	314	42	1
204	315	42	1
219	315	42	1
220	315	42	1
226	316	42	1
228	316	42	1
231	316	42	1
240	316	42	1
242	316	42	1
221	317	42	1
223	317	42	2
232	317	42	1
217	318	42	1
229	318	42	1
243	318	42	1
245	318	42	1
204	319	42	1
224	319	42	2
226	319	42	1
229	319	42	1
230	319	42	1
232	319	42	1
241	319	42	1
228	320	42	1
239	321	42	1
226	322	42	1
225	303	43	2
219	304	43	1
220	305	43	1
228	305	43	1
211	308	43	1
220	308	43	2
219	310	43	1
222	310	43	1
234	310	43	1
222	311	43	1
234	311	43	3
236	311	43	1
238	311	43	2
241	311	43	1
219	312	43	2
220	312	43	1
242	312	43	1
238	313	43	1
237	314	43	1
238	314	43	1
223	315	43	1
238	315	43	1
230	316	43	3
218	318	43	1
227	319	43	1
227	320	43	1
226	322	43	2
220	308	44	1
224	310	44	1
223	312	44	1
243	312	44	1
211	314	44	1
241	314	44	1
230	315	44	2
238	315	44	1
230	317	44	1
231	317	44	1
238	317	44	1
242	319	44	1
228	320	44	2
231	320	44	1
224	321	44	1
220	312	45	1
