x	y	z	RNA Polymerase III Transcription Termination
212	283	33	1
218	283	33	1
220	283	33	2
221	283	33	1
227	283	33	3
228	283	33	1
229	283	33	2
236	283	33	1
237	283	33	2
239	283	33	1
241	283	33	1
247	283	33	1
250	283	33	2
253	283	33	1
175	284	33	2
180	284	33	3
186	284	33	3
187	284	33	3
205	284	33	2
206	284	33	1
207	284	33	2
209	284	33	2
210	284	33	1
219	284	33	4
220	284	33	2
221	284	33	3
224	284	33	1
225	284	33	2
229	284	33	1
230	284	33	2
231	284	33	1
236	284	33	1
237	284	33	1
240	284	33	2
242	284	33	1
243	284	33	3
244	284	33	1
246	284	33	1
249	284	33	1
252	284	33	2
175	285	33	1
178	285	33	2
206	285	33	1
208	285	33	3
221	285	33	1
222	285	33	1
223	285	33	3
224	285	33	4
225	285	33	1
230	285	33	2
232	285	33	3
233	285	33	2
234	285	33	1
238	285	33	1
240	285	33	2
241	285	33	1
242	285	33	2
243	285	33	2
245	285	33	1
253	285	33	2
254	285	33	1
178	286	33	2
185	286	33	1
188	286	33	1
201	286	33	2
203	286	33	1
204	286	33	1
206	286	33	1
207	286	33	1
208	286	33	2
209	286	33	1
211	286	33	1
218	286	33	2
219	286	33	1
223	286	33	3
225	286	33	1
228	286	33	1
229	286	33	1
236	286	33	2
238	286	33	3
239	286	33	1
242	286	33	2
243	286	33	2
244	286	33	1
245	286	33	1
246	286	33	1
248	286	33	1
249	286	33	1
255	286	33	1
179	287	33	3
185	287	33	2
204	287	33	1
205	287	33	1
220	287	33	3
221	287	33	1
222	287	33	1
223	287	33	1
225	287	33	1
227	287	33	1
230	287	33	2
233	287	33	1
236	287	33	1
245	287	33	1
246	287	33	1
247	287	33	1
251	287	33	1
253	287	33	1
184	288	33	3
186	288	33	1
187	288	33	1
196	288	33	2
202	288	33	1
220	288	33	1
223	288	33	1
226	288	33	1
231	288	33	1
234	288	33	1
236	288	33	1
239	288	33	3
244	288	33	1
245	288	33	2
246	288	33	1
248	288	33	4
249	288	33	5
250	288	33	1
255	288	33	1
257	288	33	2
186	289	33	3
201	289	33	1
202	289	33	1
203	289	33	1
205	289	33	1
222	289	33	4
224	289	33	1
230	289	33	1
231	289	33	2
235	289	33	1
237	289	33	2
241.5	289.5	33.5	1
245	289	33	1
246	289	33	1
249	289	33	3
250	289	33	1
184	290	33	1
185	290	33	2
199	290	33	3
200	290	33	2
222	290	33	2
225	290	33	1
230	290	33	1
231	290	33	3
234	290	33	1
235	290	33	1
236	290	33	1
238	290	33	1
239	290	33	1
242	290	33	1
243	290	33	1
246	290	33	1
247	290	33	1
248	290	33	1
250	290	33	2
255	290	33	1
257	290	33	1
185	291	33	2
186	291	33	2
197	291	33	1
198	291	33	1
199	291	33	1
200	291	33	2
201	291	33	1
203	291	33	1
229	291	33	2
231	291	33	1
232	291	33	1
237	291	33	1
238	291	33	1
240	291	33	2
241	291	33	3
244	291	33	2
245	291	33	3
246	291	33	2
247	291	33	1
249	291	33	2
183	292	33	3
200	292	33	1
201	292	33	1
202	292	33	2
221	292	33	2
223	292	33	3
227	292	33	2
228	292	33	2
229	292	33	1
232	292	33	1
233	292	33	1
235	292	33	5
236	292	33	1
238	292	33	2
239	292	33	1
245	292	33	2
246	292	33	3
247	292	33	2
248	292	33	2
249	292	33	1
177	293	33	1
185	293	33	1
188	293	33	1
199	293	33	2
220	293	33	1
225	293	33	2
226	293	33	1
228	293	33	1
229	293	33	2
230	293	33	1
233	293	33	2
234	293	33	1
235	293	33	2
237	293	33	2
240	293	33	1
241	293	33	3
243	293	33	1
244	293	33	2
247	293	33	1
248	293	33	1
252	293	33	3
254	293	33	2
180	294	33	2
187	294	33	3
199	294	33	3
202	294	33	2
204	294	33	2
213	294	33	1
223	294	33	1
227	294	33	2
228	294	33	1
229	294	33	3
235	294	33	2
237	294	33	2
238	294	33	1
239	294	33	1
243	294	33	1
244	294	33	3
245	294	33	1
246	294	33	1
251	294	33	2
256	294	33	1
182	295	33	1
198	295	33	2
199	295	33	1
204	295	33	2
218	295	33	2
220	295	33	1
225	295	33	3
228	295	33	1
229	295	33	1
231	295	33	1
232	295	33	1
233	295	33	1
235	295	33	1
238	295	33	5
245	295	33	2
246	295	33	1
247	295	33	4
250	295	33	4
253	295	33	1
179	296	33	3
180	296	33	1
198	296	33	1
199	296	33	3
201	296	33	1
220	296	33	1
225	296	33	2
226	296	33	1
228	296	33	2
229	296	33	2
230	296	33	2
231	296	33	1
233	296	33	2
236	296	33	1
241	296	33	1
243	296	33	1
245	296	33	2
246	296	33	2
252	296	33	1
255	296	33	1
197	297	33	1
202	297	33	1
223	297	33	1
224	297	33	1
225	297	33	1
226	297	33	4
227	297	33	1
228	297	33	2
231	297	33	1
232	297	33	1
234	297	33	3
236	297	33	1
240	297	33	2
241	297	33	1
242	297	33	1
196	298	33	4
198	298	33	1
200	298	33	1
223	298	33	2
228	298	33	1
231	298	33	2
233	298	33	3
234	298	33	1
235	298	33	1
236	298	33	1
238	298	33	2
239	298	33	1
242	298	33	2
243	298	33	1
244	298	33	3
246	298	33	3
248	298	33	3
195	299	33	1
197	299	33	1
201	299	33	1
224	299	33	1
227	299	33	1
228	299	33	1
229	299	33	2
230	299	33	1
232	299	33	1
234	299	33	2
236	299	33	2
239	299	33	2
240	299	33	1
241	299	33	1
242	299	33	2
245	299	33	2
196	300	33	3
197	300	33	1
225	300	33	1
226	300	33	1
227	300	33	1
228	300	33	2
229	300	33	1
235	300	33	2
237	300	33	1
238	300	33	1
240	300	33	1
246	300	33	2
247	300	33	1
223	301	33	2
224	301	33	2
225	301	33	1
226	301	33	1
227	301	33	2
229	301	33	3
234	301	33	1
238	301	33	1
239	301	33	2
240	301	33	3
241	301	33	1
243	301	33	1
245	301	33	3
249	301	33	1
199	302	33	1
209	302	33	1
211	302	33	1
225	302	33	2
227	302	33	1
229	302	33	3
230	302	33	3
231	302	33	3
232	302	33	1
234	302	33	1
236	302	33	1
237	302	33	2
240	302	33	2
243	302	33	1
245	302	33	2
246	302	33	1
207	303	33	1
225	303	33	1
231	303	33	1
236	303	33	1
240	303	33	1
241	303	33	2
242	303	33	1
206	304	33	1
209	304	33	2
220	304	33	1
223	304	33	2
227	304	33	1
229	304	33	1
230	304	33	1
231	304	33	1
236	304	33	1
237	304	33	1
238	304	33	1
239	304	33	1
242	304	33	1
243	304	33	1
207	305	33	1
227	305	33	1
230	305	33	2
233	305	33	1
234	305	33	2
235	305	33	3
237	305	33	1
240	305	33	2
199	306	33	2
220	306	33	1
223	306	33	3
224	306	33	4
231	306	33	1
232	306	33	4
235	306	33	1
237	306	33	3
238	306	33	1
242	306	33	2
201	307	33	3
222	307	33	1
224	307	33	2
226	307	33	2
227	307	33	1
233	307	33	3
235	307	33	2
217	308	33	1
220	308	33	1
221	308	33	1
222	308	33	3
223	308	33	1
227	308	33	3
229	308	33	2
233	308	33	1
235	308	33	1
237	308	33	2
239	308	33	1
240	308	33	2
242	308	33	2
222	309	33	2
223	309	33	1
228	309	33	3
229	309	33	2
232	309	33	1
233	309	33	1
234	309	33	1
217	310	33	1
221	310	33	2
223	310	33	2
224	310	33	1
226	310	33	2
228	310	33	1
231	310	33	1
233	310	33	4
234	310	33	2
239	310	33	1
218	311	33	2
227	311	33	4
228	311	33	3
230	311	33	1
231	311	33	2
232	311	33	1
233	311	33	2
234	311	33	1
235	311	33	3
236	311	33	3
238	311	33	3
222	312	33	1
225	312	33	2
226	312	33	1
228	312	33	1
231	312	33	1
223	313	33	2
225	313	33	1
230	313	33	1
233	313	33	1
234	313	33	1
235	313	33	1
236	313	33	1
237	313	33	3
228	314	33	1
230	314	33	1
232	314	33	2
235	314	33	2
230	315	33	1
230	318	33	1
226	250	34	1
229	250	34	3
228	251	34	1
229	251	34	2
224	252	34	1
225	252	34	1
226	252	34	1
228	252	34	1
229	252	34	1
230	252	34	5
225	253	34	1
228	253	34	1
232	253	34	1
217	254	34	1
227	254	34	1
231	254	34	3
235	254	34	1
239	254	34	1
241	254	34	1
220	255	34	1
221	255	34	1
223	255	34	2
225	255	34	1
226	255	34	1
227	255	34	3
230	255	34	2
242	255	34	1
216	256	34	1
218	256	34	1
219	256	34	1
221	256	34	2
223	256	34	1
225	256	34	2
226	256	34	1
232	256	34	1
233	256	34	2
237	256	34	2
243	256	34	1
217	257	34	2
218	257	34	2
219	257	34	1
220	257	34	1
221	257	34	1
223	257	34	2
225	257	34	1
227	257	34	2
228	257	34	1
235	257	34	2
241	257	34	2
242	257	34	1
243	257	34	1
200	258	34	2
217	258	34	1
220	258	34	1
221	258	34	2
223	258	34	3
224	258	34	2
225	258	34	1
226	258	34	1
232	258	34	4
235	258	34	1
239	258	34	1
240	258	34	2
241	258	34	1
244	258	34	2
189	259	34	1
217	259	34	1
218	259	34	2
219	259	34	3
222	259	34	1
223	259	34	1
227	259	34	1
230	259	34	2
231	259	34	3
234	259	34	1
235	259	34	3
237	259	34	3
238	259	34	1
241	259	34	1
242	259	34	1
244	259	34	3
192	260	34	2
212	260	34	1
218	260	34	2
219	260	34	2
221	260	34	1
224	260	34	1
225	260	34	2
226	260	34	1
228	260	34	1
230	260	34	2
235	260	34	1
237	260	34	2
240	260	34	2
243	260	34	1
244	260	34	1
245	260	34	2
190	261	34	1
204	261	34	2
208	261	34	3
211	261	34	1
214	261	34	1
216	261	34	2
219	261	34	2
220	261	34	1
221	261	34	1
222	261	34	1
223	261	34	1
225	261	34	1
226	261	34	1
228	261	34	1
229	261	34	2
230	261	34	1
231	261	34	2
232	261	34	2
235	261	34	1
241	261	34	1
244	261	34	1
246	261	34	1
190	262	34	2
192	262	34	2
193	262	34	3
194	262	34	1
211	262	34	1
214	262	34	2
216	262	34	2
217	262	34	1
220	262	34	2
223	262	34	1
224	262	34	2
226	262	34	1
228	262	34	3
230	262	34	1
233	262	34	2
234	262	34	1
236	262	34	1
240	262	34	1
241	262	34	4
242	262	34	3
245	262	34	3
246	262	34	1
250	262	34	1
188	263	34	1
193	263	34	1
204	263	34	1
210	263	34	1
211	263	34	2
213	263	34	1
214	263	34	2
217	263	34	3
218	263	34	1
219	263	34	1
222	263	34	2
225	263	34	2
226	263	34	1
228	263	34	1
229	263	34	1
234	263	34	2
235	263	34	2
239	263	34	1
241	263	34	1
244	263	34	3
248	263	34	1
250	263	34	2
251	263	34	1
252	263	34	1
186	264	34	1
187	264	34	2
189	264	34	1
194	264	34	1
200	264	34	2
201	264	34	1
202	264	34	1
203	264	34	1
206	264	34	3
209	264	34	1
210	264	34	1
213	264	34	1
216	264	34	1
217	264	34	2
218	264	34	1
219	264	34	2
220	264	34	2
221	264	34	2
223	264	34	3
227	264	34	1
228	264	34	2
229	264	34	2
232	264	34	1
233	264	34	1
234	264	34	4
235	264	34	1
236	264	34	1
237	264	34	1
239	264	34	1
243	264	34	1
244	264	34	2
245	264	34	1
247	264	34	1
248	264	34	2
249	264	34	4
176	265	34	1
190	265	34	2
191	265	34	2
193	265	34	1
194	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
209	265	34	1
211	265	34	1
213	265	34	1
217	265	34	2
218	265	34	3
219	265	34	1
220	265	34	4
221	265	34	2
226	265	34	1
229	265	34	1
230	265	34	2
231	265	34	1
232	265	34	2
233	265	34	1
234	265	34	1
241	265	34	4
245	265	34	1
178	266	34	2
184	266	34	1
186	266	34	1
193	266	34	3
194	266	34	1
195	266	34	2
196	266	34	3
197	266	34	1
209	266	34	1
210	266	34	1
214	266	34	1
217	266	34	1
220	266	34	1
221	266	34	1
227	266	34	2
230	266	34	3
233	266	34	1
237	266	34	2
240	266	34	2
241	266	34	1
242	266	34	3
243	266	34	4
244	266	34	2
246	266	34	1
249	266	34	1
250	266	34	1
252	266	34	1
186	267	34	1
189	267	34	3
191	267	34	3
192	267	34	1
194	267	34	1
195	267	34	2
196	267	34	2
197	267	34	1
206	267	34	1
208	267	34	2
210	267	34	3
211	267	34	2
218	267	34	1
223	267	34	1
229	267	34	2
230	267	34	2
232	267	34	1
235	267	34	3
240	267	34	1
242	267	34	1
246	267	34	1
247	267	34	2
250	267	34	1
173	268	34	3
188	268	34	1
191	268	34	1
193	268	34	2
194	268	34	2
195	268	34	2
207	268	34	1
214	268	34	2
215	268	34	3
216	268	34	1
217	268	34	3
218	268	34	1
220	268	34	1
221	268	34	2
222	268	34	1
231	268	34	2
233	268	34	2
242	268	34	1
244	268	34	1
245	268	34	1
246	268	34	2
250	268	34	3
251	268	34	1
171	269	34	1
175	269	34	5
182	269	34	1
183	269	34	1
185	269	34	2
188	269	34	2
189	269	34	1
192	269	34	1
194	269	34	4
196	269	34	1
204	269	34	2
208	269	34	1
213	269	34	1
215	269	34	1
217	269	34	2
218	269	34	3
219	269	34	1
220	269	34	2
222	269	34	2
230	269	34	2
231	269	34	1
232	269	34	3
233	269	34	1
234	269	34	3
235	269	34	1
241	269	34	1
242	269	34	2
243	269	34	1
244	269	34	2
245	269	34	1
248	269	34	1
249	269	34	1
250	269	34	2
251	269	34	2
252	269	34	1
254	269	34	2
179	270	34	2
180	270	34	1
183	270	34	1
186	270	34	3
187	270	34	2
188	270	34	4
189	270	34	3
194	270	34	1
195	270	34	3
197	270	34	1
200	270	34	1
201	270	34	1
203	270	34	2
205	270	34	1
209	270	34	2
210	270	34	2
214	270	34	2
215	270	34	1
216	270	34	1
217	270	34	1
221	270	34	1
223	270	34	2
231	270	34	1
233	270	34	1
240	270	34	1
241	270	34	1
243	270	34	1
245	270	34	1
246	270	34	4
248	270	34	1
251	270	34	1
252	270	34	2
173	271	34	2
175	271	34	1
177	271	34	1
179	271	34	2
180	271	34	1
188	271	34	1
201	271	34	2
205	271	34	3
206	271	34	1
212	271	34	1
213	271	34	1
215	271	34	2
216	271	34	1
217	271	34	4
218	271	34	2
220	271	34	2
226	271	34	5
230	271	34	3
231	271	34	1
237	271	34	2
239	271	34	1
241	271	34	1
242	271	34	1
244	271	34	3
245	271	34	1
246	271	34	2
248	271	34	2
250	271	34	1
173	272	34	1
175	272	34	1
176	272	34	2
177	272	34	2
179	272	34	2
180	272	34	2
182	272	34	3
184	272	34	2
185	272	34	1
186	272	34	1
188	272	34	2
190	272	34	2
197	272	34	2
198	272	34	3
205	272	34	2
206	272	34	1
207	272	34	1
211	272	34	3
212	272	34	1
214	272	34	2
216	272	34	2
225	272	34	1
226	272	34	2
227	272	34	2
228	272	34	1
232	272	34	1
235	272	34	1
237	272	34	3
238	272	34	2
239	272	34	1
241	272	34	1
245	272	34	1
247	272	34	1
248	272	34	2
249	272	34	2
173	273	34	1
182	273	34	1
184	273	34	1
188	273	34	2
197	273	34	4
201	273	34	1
204	273	34	1
208	273	34	2
209	273	34	1
210	273	34	1
211	273	34	2
212	273	34	1
213	273	34	2
214	273	34	1
215	273	34	1
216	273	34	2
218	273	34	1
219	273	34	2
230	273	34	1
231	273	34	2
233	273	34	1
241	273	34	2
245	273	34	1
170	274	34	1
174	274	34	2
176	274	34	3
178	274	34	2
179	274	34	1
180	274	34	2
183	274	34	2
185	274	34	2
186	274	34	1
197	274	34	1
204	274	34	1
206	274	34	1
207	274	34	2
209	274	34	1
211	274	34	1
215	274	34	3
216	274	34	2
217	274	34	1
218	274	34	4
229	274	34	1
233	274	34	1
234	274	34	3
235	274	34	1
236	274	34	1
237	274	34	2
238	274	34	1
241	274	34	2
246	274	34	2
179	275	34	1
181	275	34	2
183	275	34	1
185	275	34	1
189	275	34	1
201	275	34	1
203	275	34	1
208	275	34	2
212	275	34	1
213	275	34	1
214	275	34	1
215	275	34	3
216	275	34	3
217	275	34	1
219	275	34	1
226	275	34	2
227	275	34	1
231	275	34	1
233	275	34	4
237	275	34	3
239	275	34	2
240	275	34	2
245	275	34	2
246	275	34	2
174	276	34	2
187	276	34	2
202	276	34	1
203	276	34	3
206	276	34	2
209	276	34	1
210	276	34	2
211	276	34	2
212	276	34	1
214	276	34	1
219	276	34	3
232	276	34	1
233	276	34	4
235	276	34	2
236	276	34	2
237	276	34	3
240	276	34	1
242	276	34	2
245	276	34	1
250	276	34	1
176	277	34	1
182	277	34	1
183	277	34	2
186	277	34	1
189	277	34	1
203	277	34	1
204	277	34	1
211	277	34	3
212	277	34	1
213	277	34	1
229	277	34	2
234	277	34	2
235	277	34	1
237	277	34	2
241	277	34	2
175	278	34	2
176	278	34	1
178	278	34	1
188	278	34	1
190	278	34	1
193	278	34	1
201	278	34	3
202	278	34	2
204	278	34	1
205	278	34	1
207	278	34	1
208	278	34	2
210	278	34	1
212	278	34	1
226	278	34	4
232	278	34	1
244	278	34	3
175	279	34	2
176	279	34	1
177	279	34	1
180	279	34	3
181	279	34	3
192	279	34	1
203	279	34	1
204	279	34	1
209	279	34	1
215	279	34	3
217	279	34	2
219	279	34	1
223	279	34	1
227	279	34	1
232	279	34	2
236	279	34	2
237	279	34	1
238	279	34	1
241	279	34	1
242	279	34	3
243	279	34	2
245	279	34	3
248	279	34	2
249	279	34	5
174	280	34	2
175	280	34	1
180	280	34	2
181	280	34	1
187	280	34	5
188	280	34	1
192	280	34	2
193	280	34	1
204	280	34	1
205	280	34	2
208	280	34	2
209	280	34	1
210	280	34	1
212	280	34	3
215	280	34	1
221	280	34	3
224	280	34	1
233	280	34	2
234	280	34	1
235	280	34	2
236	280	34	2
238	280	34	2
240	280	34	1
242	280	34	2
245	280	34	1
246	280	34	3
248	280	34	1
249	280	34	2
173	281	34	1
174	281	34	2
177	281	34	2
179	281	34	1
180	281	34	5
192	281	34	1
204	281	34	3
205	281	34	1
206	281	34	1
207	281	34	2
208	281	34	4
209	281	34	2
210	281	34	1
213	281	34	1
222	281	34	1
226	281	34	3
227	281	34	1
229	281	34	1
231	281	34	1
232	281	34	3
233	281	34	1
237	281	34	3
241	281	34	2
244	281	34	1
245	281	34	2
248	281	34	2
178	282	34	2
187	282	34	1
188	282	34	2
189	282	34	1
190	282	34	2
204	282	34	3
206	282	34	1
208	282	34	1
214	282	34	3
218	282	34	3
222	282	34	3
226	282	34	1
229	282	34	2
230	282	34	2
232	282	34	1
233	282	34	1
234	282	34	2
235	282	34	1
245	282	34	1
247	282	34	2
249	282	34	3
251	282	34	1
175	283	34	1
176	283	34	1
179	283	34	3
187	283	34	2
206	283	34	1
207	283	34	1
211	283	34	1
215	283	34	1
218	283	34	1
219	283	34	1
222	283	34	1
224	283	34	2
227	283	34	3
228	283	34	2
233	283	34	1
234	283	34	2
235	283	34	2
237	283	34	1
238	283	34	1
239	283	34	1
240	283	34	2
243	283	34	1
247	283	34	1
250	283	34	1
251	283	34	3
176	284	34	2
177	284	34	2
185	284	34	2
191	284	34	1
203	284	34	1
205	284	34	1
206	284	34	1
207	284	34	1
208	284	34	2
209	284	34	2
210	284	34	2
211	284	34	2
212	284	34	1
214	284	34	1
215	284	34	1
219	284	34	1
222	284	34	2
224	284	34	2
234	284	34	1
235	284	34	1
236	284	34	2
237	284	34	1
241	284	34	2
243	284	34	2
246	284	34	1
247	284	34	1
248	284	34	1
254	284	34	3
176	285	34	1
177	285	34	2
181	285	34	2
185	285	34	1
188	285	34	1
202	285	34	1
204	285	34	1
205	285	34	2
208	285	34	2
209	285	34	1
218	285	34	1
219	285	34	1
220	285	34	1
221	285	34	2
222	285	34	3
223	285	34	1
224	285	34	3
226	285	34	2
233	285	34	2
237	285	34	1
240	285	34	3
242	285	34	1
243	285	34	1
245	285	34	4
246	285	34	3
247	285	34	1
248	285	34	1
176	286	34	2
186	286	34	1
188	286	34	1
189	286	34	2
199	286	34	2
202	286	34	3
203	286	34	1
204	286	34	2
205	286	34	2
207	286	34	1
208	286	34	3
209	286	34	1
213	286	34	3
218	286	34	1
220	286	34	2
223	286	34	3
224	286	34	1
227	286	34	1
228	286	34	1
229	286	34	1
231	286	34	1
234	286	34	1
237	286	34	1
239	286	34	1
240	286	34	1
242	286	34	4
243	286	34	1
246	286	34	1
254	286	34	2
255	286	34	3
187	287	34	3
190	287	34	3
199	287	34	1
209	287	34	1
220	287	34	2
221	287	34	1
223	287	34	1
224	287	34	1
225	287	34	2
228	287	34	2
230	287	34	1
231	287	34	3
233	287	34	1
236	287	34	1
241	287	34	5
243	287	34	1
245	287	34	2
247	287	34	1
252	287	34	1
176	288	34	1
184	288	34	2
185	288	34	2
186	288	34	3
187	288	34	2
190	288	34	2
201	288	34	4
202	288	34	3
204	288	34	2
206	288	34	2
220	288	34	1
221	288	34	1
223	288	34	1
226	288	34	2
227	288	34	1
229	288	34	2
237	288	34	3
238	288	34	1
239	288	34	3
240	288	34	4
245	288	34	1
247	288	34	1
248	288	34	3
249	288	34	2
253	288	34	1
175	289	34	3
185	289	34	1
186	289	34	1
198	289	34	2
199	289	34	1
200	289	34	3
202	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
226	289	34	1
228	289	34	2
230	289	34	2
232	289	34	1
233	289	34	1
235	289	34	2
241	289	34	1
245	289	34	2
246	289	34	2
249	289	34	1
257	289	34	2
176	290	34	1
182	290	34	1
185	290	34	1
187	290	34	1
197	290	34	3
198	290	34	2
220	290	34	1
223	290	34	1
224	290	34	1
225	290	34	1
229	290	34	2
230	290	34	3
232	290	34	2
233	290	34	3
235	290	34	1
237	290	34	2
240	290	34	2
243	290	34	1
247	290	34	3
248	290	34	1
253	290	34	2
185	291	34	1
199	291	34	2
200	291	34	1
202	291	34	3
221	291	34	1
222	291	34	1
223	291	34	1
229	291	34	1
232	291	34	2
234	291	34	1
237	291	34	1
239	291	34	1
241	291	34	3
242	291	34	1
244	291	34	2
246	291	34	2
247	291	34	1
249	291	34	1
250	291	34	2
255	291	34	2
198	292	34	1
200	292	34	3
202	292	34	3
203	292	34	2
221	292	34	2
222	292	34	2
223	292	34	2
225	292	34	1
227	292	34	1
230	292	34	1
231	292	34	1
232	292	34	3
233	292	34	1
234	292	34	1
235	292	34	1
236	292	34	1
237	292	34	1
238	292	34	1
242	292	34	2
244	292	34	1
247	292	34	3
252	292	34	1
188	293	34	2
190	293	34	1
196	293	34	2
197	293	34	2
201	293	34	1
204	293	34	2
205	293	34	1
222	293	34	3
223	293	34	2
224	293	34	1
225	293	34	1
227	293	34	1
231	293	34	1
238	293	34	2
241	293	34	2
244	293	34	1
248	293	34	2
182	294	34	2
190	294	34	3
195	294	34	2
198	294	34	3
199	294	34	3
201	294	34	1
206	294	34	2
221	294	34	1
223	294	34	1
224	294	34	1
225	294	34	2
226	294	34	1
242	294	34	2
243	294	34	2
245	294	34	2
179	295	34	2
184	295	34	2
194	295	34	1
196	295	34	1
197	295	34	1
198	295	34	2
202	295	34	1
204	295	34	1
218	295	34	2
220	295	34	1
222	295	34	1
224	295	34	1
225	295	34	1
228	295	34	2
229	295	34	1
230	295	34	3
231	295	34	4
232	295	34	4
233	295	34	1
236	295	34	1
239	295	34	1
240	295	34	1
182	296	34	2
184	296	34	2
191	296	34	1
194	296	34	2
196	296	34	1
198	296	34	1
200	296	34	1
201	296	34	1
202	296	34	1
217	296	34	1
221	296	34	1
222	296	34	1
226	296	34	1
228	296	34	2
229	296	34	1
236	296	34	2
241	296	34	1
244	296	34	1
179	297	34	2
194	297	34	2
196	297	34	2
202	297	34	1
203	297	34	2
220	297	34	1
224	297	34	1
227	297	34	1
229	297	34	1
231	297	34	2
232	297	34	1
233	297	34	1
236	297	34	2
237	297	34	2
239	297	34	1
242	297	34	2
182	298	34	1
194	298	34	2
197	298	34	4
200	298	34	1
220	298	34	2
223	298	34	1
224	298	34	1
228	298	34	2
233	298	34	1
235	298	34	3
236	298	34	1
237	298	34	1
239	298	34	2
241	298	34	1
244	298	34	1
246	298	34	3
251	298	34	2
180	299	34	1
182	299	34	1
195	299	34	1
196	299	34	3
197	299	34	3
198	299	34	3
199	299	34	1
200	299	34	1
203	299	34	1
207	299	34	2
226	299	34	1
227	299	34	3
228	299	34	2
232	299	34	1
239	299	34	2
242	299	34	3
243	299	34	1
244	299	34	1
245	299	34	3
224	300	34	3
229	300	34	2
230	300	34	1
233	300	34	2
236	300	34	3
237	300	34	1
242	300	34	1
243	300	34	2
244	300	34	1
196	301	34	4
197	301	34	2
198	301	34	3
224	301	34	1
225	301	34	2
227	301	34	2
229	301	34	1
232	301	34	3
233	301	34	2
236	301	34	3
241	301	34	3
242	301	34	1
245	301	34	2
246	301	34	1
223	302	34	1
226	302	34	1
230	302	34	4
235	302	34	1
236	302	34	3
237	302	34	1
239	302	34	1
242	302	34	1
225	303	34	1
226	303	34	1
228	303	34	1
231	303	34	2
232	303	34	3
237	303	34	2
239	303	34	3
243	303	34	1
244	303	34	1
227	304	34	1
230	304	34	2
231	304	34	1
235	304	34	2
237	304	34	1
243	304	34	1
204	305	34	2
226	305	34	1
228	305	34	1
230	305	34	3
232	305	34	1
233	305	34	2
235	305	34	3
236	305	34	3
237	305	34	4
239	305	34	1
240	305	34	2
198	306	34	1
223	306	34	1
225	306	34	1
228	306	34	1
230	306	34	4
234	306	34	1
235	306	34	2
236	306	34	2
238	306	34	2
241	306	34	4
242	306	34	4
244	306	34	2
201	307	34	1
206	307	34	1
221	307	34	1
223	307	34	1
224	307	34	1
226	307	34	2
230	307	34	3
232	307	34	5
234	307	34	1
235	307	34	1
237	307	34	1
241	307	34	2
242	307	34	1
243	307	34	1
225	308	34	1
226	308	34	2
232	308	34	1
233	308	34	1
237	308	34	2
239	308	34	1
241	308	34	1
242	308	34	1
243	308	34	2
221	309	34	2
223	309	34	3
224	309	34	2
227	309	34	1
228	309	34	1
229	309	34	1
232	309	34	1
233	309	34	1
234	309	34	1
235	309	34	3
237	309	34	1
216	310	34	2
221	310	34	1
222	310	34	1
227	310	34	2
229	310	34	2
230	310	34	2
231	310	34	1
232	310	34	1
233	310	34	2
234	310	34	1
239	310	34	2
240	310	34	3
241	310	34	1
222	311	34	2
224	311	34	2
228	311	34	1
230	311	34	1
231	311	34	2
233	311	34	1
236	311	34	1
216	312	34	1
221	312	34	2
222	312	34	2
224	312	34	2
225	312	34	1
228	312	34	2
230	312	34	3
232	312	34	1
235	312	34	1
236	312	34	3
237	312	34	1
212	313	34	2
221	313	34	3
225	313	34	1
226	313	34	2
227	313	34	3
228	313	34	2
232	313	34	2
233	313	34	2
235	313	34	4
225	314	34	3
228	314	34	1
229	314	34	1
230	314	34	3
232	314	34	1
227	315	34	1
228	315	34	1
229	315	34	2
231	315	34	1
233	315	34	1
238	315	34	1
226	316	34	1
228	316	34	2
230	316	34	1
232	316	34	4
234	316	34	1
231	317	34	2
232	317	34	1
233	317	34	1
211	318	34	2
237	318	34	3
230	248	35	2
226	250	35	1
224	251	35	1
225	251	35	3
226	251	35	2
227	251	35	2
228	251	35	2
225	252	35	3
229	252	35	2
219	253	35	1
221	253	35	1
224	253	35	1
225	253	35	1
229	253	35	1
232	253	35	2
221	254	35	1
224	254	35	2
225	254	35	1
227	254	35	1
230	254	35	1
235	254	35	1
240	254	35	3
209	255	35	1
219	255	35	1
220	255	35	4
221	255	35	3
223	255	35	1
224	255	35	1
225	255	35	1
226	255	35	1
229	255	35	1
231	255	35	2
216	256	35	1
218	256	35	1
220	256	35	1
221	256	35	1
222	256	35	1
225	256	35	3
228	256	35	1
229	256	35	2
230	256	35	1
240	256	35	1
241	256	35	1
210	257	35	2
215	257	35	2
223	257	35	3
224	257	35	2
225	257	35	1
226	257	35	2
227	257	35	1
230	257	35	2
239	257	35	3
240	257	35	2
243	257	35	3
216	258	35	1
218	258	35	5
221	258	35	1
222	258	35	3
223	258	35	1
224	258	35	1
225	258	35	2
226	258	35	1
228	258	35	1
229	258	35	1
235	258	35	2
240	258	35	1
242	258	35	1
244	258	35	1
182	259	35	2
190	259	35	2
201	259	35	2
210	259	35	1
211	259	35	1
218	259	35	1
219	259	35	2
220	259	35	2
221	259	35	1
222	259	35	2
223	259	35	4
225	259	35	1
