x	y	z	RUNX1 regulates transcription of genes involved in differentiation of HSCs
226	283	36	1
227	283	36	1
230	283	36	1
233	283	36	2
240	283	36	1
187	284	36	2
196	284	36	2
199	284	36	1
201	284	36	1
206	284	36	1
209	284	36	1
210	284	36	1
211	284	36	1
213	284	36	1
220	284	36	1
221	284	36	1
224	284	36	1
225	284	36	1
232	284	36	1
245	284	36	1
190	285	36	2
199	285	36	1
200	285	36	1
201	285	36	1
202	285	36	1
208	285	36	1
218	285	36	1
224	285	36	1
226	285	36	2
234	285	36	1
236	285	36	1
237	285	36	2
240	285	36	1
244	285	36	1
245	285	36	1
187	286	36	1
188	286	36	1
193	286	36	2
200	286	36	2
202	286	36	1
203	286	36	1
204	286	36	1
208	286	36	1
211	286	36	1
218	286	36	1
224	286	36	1
229	286	36	1
230	286	36	1
238	286	36	1
243	286	36	1
176	287	36	1
177	287	36	1
191	287	36	1
198	287	36	1
199	287	36	1
203	287	36	1
204	287	36	1
205	287	36	1
220	287	36	2
222	287	36	2
224	287	36	1
231	287	36	1
234	287	36	2
238	287	36	2
239	287	36	1
243	287	36	1
245	287	36	2
176	288	36	1
185	288	36	1
186	288	36	1
204	288	36	1
223	288	36	1
224	288	36	1
229	288	36	2
230	288	36	1
237	288	36	1
240	288	36	2
245	288	36	2
184	289	36	2
185	289	36	2
193	289	36	1
196	289	36	1
198	289	36	1
200	289	36	2
201	289	36	1
232	289	36	1
233	289	36	1
234	289	36	1
239	289	36	2
241	289	36	1
243	289	36	1
195	290	36	1
200	290	36	2
204	290	36	1
206	290	36	1
220	290	36	1
237	290	36	1
239	290	36	1
240	290	36	1
247	290	36	1
194	291	36	2
196	291	36	1
199	291	36	2
201	291	36	3
202	291	36	1
222	291	36	1
224	291	36	1
231	291	36	1
233	291	36	1
237	291	36	1
245	291	36	2
187	292	36	1
194	292	36	1
198	292	36	1
202	292	36	3
224	292	36	1
226	292	36	1
227	292	36	1
235	292	36	1
242	292	36	1
245	292	36	2
199	293	36	1
205	293	36	2
206	293	36	2
207	293	36	1
208	293	36	2
222	293	36	1
225	293	36	1
229	293	36	1
234	293	36	1
235	293	36	1
236	293	36	2
237	293	36	2
241	293	36	1
242	293	36	1
182	294	36	2
198	294	36	3
199	294	36	1
223	294	36	2
230	294	36	1
232	294	36	1
237	294	36	1
244	294	36	1
196	295	36	1
197	295	36	1
198	295	36	1
199	295	36	2
202	295	36	1
218	295	36	1
221	295	36	1
225	295	36	1
229	295	36	2
232	295	36	1
233	295	36	1
241	295	36	1
196	296	36	1
200	296	36	2
222	296	36	1
236	296	36	1
201	297	36	1
202	297	36	2
217	297	36	1
219	297	36	1
235	297	36	1
238	297	36	1
239	297	36	1
199	298	36	1
202	298	36	1
226	298	36	2
239	298	36	1
243	298	36	1
244	298	36	1
196	299	36	1
204	299	36	4
232	299	36	1
236	299	36	1
237	299	36	2
239	299	36	1
240	299	36	1
245	299	36	1
232	300	36	1
240	300	36	1
241	300	36	1
242	300	36	1
198	301	36	1
223	301	36	1
226	301	36	1
228	301	36	1
229	301	36	1
230	301	36	1
232	301	36	3
233	301	36	2
234	301	36	4
235	301	36	2
245	301	36	1
226	302	36	1
227	302	36	2
229	302	36	1
243	302	36	3
225	303	36	1
228	303	36	2
233	303	36	1
245	303	36	1
223	304	36	1
232	304	36	2
233	304	36	1
223	305	36	1
222	306	36	1
226	306	36	1
235	306	36	1
239	306	36	2
243	306	36	1
244	306	36	2
222	307	36	1
235	307	36	1
240	307	36	1
242	307	36	1
224	308	36	1
225	308	36	1
239	308	36	1
225	309	36	2
228	309	36	1
229	309	36	1
230	309	36	2
232	309	36	1
219	310	36	1
224	310	36	2
227	310	36	1
228	310	36	1
229	310	36	1
234	310	36	1
214	311	36	1
221	311	36	2
223	311	36	1
226	311	36	1
229	311	36	1
242	311	36	1
213	312	36	3
218	312	36	2
220	312	36	1
221	312	36	1
226	312	36	1
231	312	36	1
232	312	36	1
233	312	36	1
235	312	36	1
240	312	36	2
231	313	36	1
232	313	36	1
234	313	36	2
236	313	36	2
228	314	36	1
230	314	36	1
232	314	36	1
238	314	36	1
214	315	36	1
236	315	36	1
231	316	36	1
232	316	36	1
234	316	36	1
236	316	36	1
242	316	36	1
227	317	36	1
236	317	36	1
237	317	36	1
233	318	36	1
236	318	36	2
237	318	36	1
240	318	36	2
231	319	36	1
236	319	36	1
238	319	36	1
227	257	37	1
228	257	37	1
228	258	37	2
226	259	37	1
227	259	37	1
227	260	37	1
234	260	37	1
235	260	37	2
226	261	37	2
228	261	37	1
229	261	37	1
220	262	37	3
224	262	37	1
227	262	37	1
230	262	37	1
209	264	37	2
211	264	37	1
224	264	37	1
236	264	37	1
237	264	37	1
238	264	37	1
245	264	37	1
215	265	37	1
228	265	37	1
232	265	37	1
194	266	37	1
215	266	37	2
230	266	37	2
183	267	37	2
188	267	37	1
211	267	37	2
233	267	37	1
236	267	37	1
237	267	37	1
238	267	37	3
239	267	37	1
193	268	37	1
211	268	37	1
215	268	37	1
219	268	37	3
238	268	37	2
241	268	37	1
204	269	37	1
211	269	37	2
218	269	37	2
237	269	37	2
239	269	37	1
188	270	37	1
192	270	37	1
210	270	37	1
215	270	37	1
221	270	37	1
192	271	37	1
207	271	37	1
213	271	37	1
215	271	37	1
218	271	37	1
221	271	37	1
196	272	37	3
207	272	37	1
213	272	37	2
216	272	37	1
209	273	37	1
213	273	37	1
215	273	37	1
217	273	37	1
219	273	37	1
208	274	37	1
210	274	37	1
213	274	37	1
216	274	37	1
207	275	37	1
211	275	37	1
212	275	37	2
219	275	37	2
208	276	37	1
211	276	37	2
214	276	37	1
217	276	37	1
188	277	37	2
204	277	37	2
211	277	37	1
214	277	37	2
220	277	37	1
181	278	37	3
212	278	37	1
175	279	37	1
212	279	37	3
214	279	37	1
216	279	37	1
217	279	37	1
208	280	37	1
209	280	37	1
212	280	37	1
175	281	37	1
189	281	37	1
191	281	37	2
193	281	37	1
215	281	37	1
189	282	37	1
215	282	37	1
221	282	37	1
189	283	37	1
186	284	37	2
202	284	37	1
187	285	37	1
197	285	37	1
198	285	37	1
204	285	37	3
205	285	37	1
210	285	37	1
226	285	37	1
241	285	37	1
187	286	37	2
189	286	37	1
199	286	37	1
200	286	37	2
202	286	37	2
203	286	37	1
204	286	37	1
206	286	37	4
207	286	37	1
216	286	37	1
220	286	37	2
230	286	37	1
241	286	37	1
194	287	37	1
202	287	37	3
207	287	37	1
231	287	37	1
237	287	37	1
238	287	37	1
248	287	37	1
186	288	37	1
190	288	37	1
192	288	37	1
196	288	37	1
202	288	37	2
203	288	37	1
204	288	37	2
236	288	37	1
237	288	37	1
238	288	37	1
240	288	37	1
200	289	37	1
202	289	37	1
205	289	37	1
208	289	37	1
219	289	37	1
224	289	37	1
230	289	37	1
234	289	37	1
235	289	37	1
204	290	37	1
236	290	37	1
237	290	37	1
204	291	37	2
224	291	37	1
236	291	37	1
240	291	37	2
200	292	37	1
203	292	37	1
204	292	37	1
226	292	37	1
232	292	37	1
234	292	37	1
236	292	37	2
238	292	37	2
242	292	37	2
243	292	37	1
185	293	37	4
197	293	37	1
199	293	37	1
202	293	37	1
207	293	37	1
225	293	37	1
230	293	37	1
238	293	37	1
239	293	37	1
223	294	37	1
225	294	37	1
228	294	37	1
233	294	37	1
234	294	37	1
237	294	37	1
238	294	37	1
242	294	37	1
197	295	37	2
203	295	37	1
204	295	37	1
225	295	37	4
235	295	37	1
237	295	37	1
240	295	37	1
243	295	37	1
245	295	37	1
201	296	37	1
205	296	37	1
237	296	37	1
240	296	37	1
243	296	37	1
245	296	37	1
204	297	37	1
218	297	37	1
220	297	37	1
234	297	37	1
235	297	37	1
241	297	37	1
243	297	37	1
244	297	37	1
230	298	37	2
231	298	37	2
238	298	37	2
240	298	37	2
242	298	37	1
243	298	37	1
244	298	37	4
245	298	37	2
232	299	37	1
245	299	37	1
226	300	37	1
230	300	37	2
231	300	37	1
232	300	37	1
241	300	37	1
227	301	37	1
230	301	37	1
232	301	37	1
241	301	37	1
226	302	37	1
232	302	37	1
244	302	37	1
228	303	37	1
232	303	37	1
228	304	37	2
227	305	37	1
228	305	37	1
229	305	37	2
223	306	37	1
224	306	37	1
234	306	37	1
240	306	37	1
225	307	37	1
241	307	37	2
229	308	37	2
240	308	37	3
220	309	37	2
221	309	37	1
224	309	37	1
226	309	37	1
216	310	37	1
224	310	37	1
228	310	37	1
229	310	37	1
214	311	37	2
222	311	37	1
226	311	37	1
227	311	37	2
232	311	37	1
221	312	37	1
225	312	37	1
229	312	37	1
232	312	37	1
236	312	37	1
242	312	37	1
218	313	37	3
227	313	37	1
237	313	37	1
238	313	37	1
230	314	37	1
235	314	37	1
236	314	37	2
237	314	37	1
211	315	37	4
227	315	37	1
229	315	37	1
238	315	37	1
238	316	37	1
240	316	37	1
241	316	37	1
235	317	37	1
238	319	37	1
226	259	38	2
228	261	38	1
224	262	38	1
229	263	38	1
219	264	38	2
231	264	38	1
238	264	38	1
189	266	38	1
188	268	38	1
211	269	38	1
240	269	38	1
218	270	38	1
211	271	38	1
193	272	38	1
211	272	38	1
218	272	38	1
201	273	38	1
213	273	38	1
214	273	38	1
206	274	38	1
211	274	38	1
215	274	38	1
218	274	38	1
189	275	38	1
215	275	38	2
217	275	38	1
207	276	38	1
211	276	38	1
213	276	38	1
206	277	38	1
209	277	38	2
212	277	38	1
213	277	38	1
215	277	38	1
203	278	38	1
209	278	38	2
212	278	38	1
218	278	38	1
222	278	38	1
177	279	38	1
208	279	38	1
210	279	38	2
214	279	38	1
217	279	38	2
193	280	38	1
208	280	38	1
209	280	38	1
210	280	38	1
211	280	38	1
190	281	38	1
191	281	38	1
192	281	38	1
210	281	38	1
212	281	38	2
216	281	38	1
208	282	38	1
211	282	38	1
212	282	38	1
215	282	38	1
222	282	38	2
203	283	38	3
210	283	38	1
216	283	38	1
229	283	38	1
195	284	38	1
201	284	38	2
214	284	38	3
215	284	38	2
190	285	38	1
191	285	38	1
195	285	38	1
201	285	38	2
204	285	38	2
205	285	38	1
212	285	38	1
216	285	38	1
203	286	38	1
206	286	38	2
208	286	38	1
211	286	38	1
221	286	38	1
230	286	38	1
188	287	38	1
192	287	38	2
198	287	38	1
205	287	38	1
207	287	38	1
232	287	38	1
238	287	38	2
187	288	38	1
206	288	38	1
209	288	38	1
235	288	38	1
185	289	38	1
186	289	38	1
187	289	38	2
192	289	38	1
203	289	38	1
215	289	38	2
223	289	38	1
232	289	38	1
192	290	38	2
193	290	38	1
198	290	38	1
200	290	38	1
209	290	38	1
216	290	38	1
237	290	38	2
238	290	38	1
192	291	38	1
202	291	38	1
207	291	38	1
210	291	38	1
211	291	38	1
192	292	38	1
194	292	38	1
197	292	38	1
208	292	38	1
211	292	38	1
230	292	38	1
234	292	38	1
236	292	38	2
238	292	38	1
240	292	38	2
196	293	38	1
200	293	38	2
217	293	38	1
218	293	38	1
220	293	38	2
224	293	38	1
226	293	38	1
227	293	38	1
239	293	38	1
217	294	38	1
226	294	38	2
228	294	38	2
230	294	38	1
242	294	38	2
198	295	38	1
202	295	38	1
203	295	38	1
204	295	38	1
216	295	38	2
221	295	38	1
227	295	38	1
230	295	38	2
233	295	38	1
240	295	38	1
241	295	38	1
198	296	38	2
200	296	38	2
201	296	38	1
204	296	38	1
205	296	38	1
207	296	38	2
221	296	38	1
222	296	38	3
235	296	38	1
239	296	38	3
242	296	38	1
243	296	38	1
195	297	38	2
199	297	38	1
201	297	38	1
203	297	38	1
204	297	38	1
219	297	38	1
220	297	38	1
224	297	38	1
227	297	38	1
230	297	38	1
231	297	38	1
233	297	38	1
234	297	38	2
237	297	38	1
241	297	38	2
242	297	38	1
243	297	38	1
244	297	38	1
200	298	38	1
224	298	38	1
227	298	38	1
240	298	38	1
243	298	38	2
244	298	38	1
193	299	38	1
196	299	38	1
214	299	38	1
227	299	38	1
228	299	38	1
229	299	38	1
231	299	38	1
236	299	38	2
240	299	38	1
244	299	38	2
245	299	38	1
204	300	38	1
218	300	38	1
228	300	38	1
230	300	38	1
233	300	38	1
234	300	38	1
241	300	38	1
242	300	38	1
228	301	38	1
229	301	38	2
233	301	38	2
234	301	38	1
238	301	38	1
228	302	38	2
231	302	38	1
232	302	38	1
234	302	38	1
239	302	38	2
245	302	38	1
228	303	38	1
231	303	38	1
233	303	38	1
241	303	38	2
231	304	38	2
234	304	38	1
237	304	38	2
243	304	38	1
244	304	38	2
245	304	38	1
232	305	38	1
233	305	38	1
234	305	38	2
236	305	38	1
241	305	38	1
244	305	38	2
245	305	38	4
226	306	38	2
229	306	38	1
239	306	38	1
246	306	38	1
193	307	38	1
224	307	38	1
227	307	38	1
239	307	38	1
241	307	38	1
246	307	38	1
222	308	38	1
235	308	38	2
243	308	38	1
195	309	38	2
206	309	38	1
223	309	38	1
225	309	38	1
226	309	38	4
228	309	38	1
229	309	38	1
241	309	38	2
242	309	38	1
244	309	38	4
217	310	38	1
220	310	38	1
223	310	38	2
224	310	38	1
226	310	38	2
241	310	38	1
213	311	38	1
214	311	38	1
217	311	38	1
225	311	38	1
226	311	38	1
227	311	38	1
228	311	38	2
244	311	38	1
217	312	38	1
218	312	38	2
221	312	38	1
222	312	38	1
226	312	38	2
232	312	38	1
240	312	38	1
242	312	38	1
216	313	38	3
218	313	38	1
219	313	38	1
222	313	38	1
223	313	38	1
228	313	38	2
229	313	38	2
235	313	38	1
238	313	38	2
232	314	38	1
237	314	38	1
238	314	38	1
213	315	38	1
220	315	38	1
221	315	38	1
223	315	38	2
226	315	38	1
227	315	38	1
229	315	38	1
235	315	38	1
237	315	38	1
239	315	38	1
244	315	38	1
236	316	38	1
242	316	38	1
221	317	38	1
226	317	38	1
230	317	38	1
231	317	38	1
232	317	38	1
235	317	38	1
238	317	38	1
240	317	38	1
242	317	38	1
243	317	38	2
230	318	38	1
233	318	38	2
237	318	38	1
243	318	38	1
230	319	38	1
239	319	38	1
242	319	38	1
230	320	38	1
233	320	38	1
221	321	38	1
231	321	38	1
220	322	38	1
231	322	38	1
233	324	38	1
188	269	39	1
194	270	39	1
201	270	39	2
218	271	39	1
214	273	39	1
213	274	39	1
213	275	39	1
214	275	39	2
216	275	39	2
212	277	39	1
213	277	39	3
201	278	39	1
208	278	39	2
221	278	39	1
215	279	39	1
217	281	39	1
190	282	39	2
195	282	39	3
219	282	39	1
203	283	39	2
237	283	39	1
203	284	39	1
206	284	39	2
191	285	39	2
192	285	39	1
195	285	39	1
197	285	39	1
199	285	39	1
193	286	39	1
196	286	39	1
205	286	39	3
216	286	39	1
233	286	39	2
188	287	39	1
191	287	39	1
205	287	39	1
207	287	39	1
215	287	39	1
192	288	39	2
204	288	39	1
206	288	39	1
210	288	39	1
217	288	39	1
224	288	39	1
191	289	39	1
193	289	39	1
203	289	39	1
211	289	39	1
217	289	39	1
186	290	39	1
188	290	39	2
200	290	39	1
204	290	39	1
207	290	39	1
215	290	39	2
191	291	39	2
213	291	39	1
214	291	39	1
217	291	39	1
188	292	39	1
197	292	39	1
199	292	39	1
208	292	39	1
221	292	39	1
225	292	39	2
226	292	39	2
230	292	39	1
236	292	39	1
237	292	39	1
197	293	39	1
199	293	39	1
205	293	39	1
208	293	39	1
240	293	39	1
241	293	39	1
230	294	39	2
233	294	39	2
235	294	39	2
236	294	39	1
238	294	39	1
240	294	39	1
197	295	39	2
207	295	39	1
220	295	39	2
224	295	39	1
225	295	39	1
226	295	39	1
232	295	39	2
234	295	39	2
240	295	39	1
243	295	39	1
197	296	39	2
200	296	39	1
202	296	39	1
205	296	39	1
206	296	39	1
219	296	39	2
222	296	39	1
226	296	39	1
236	296	39	2
240	296	39	1
197	297	39	1
205	297	39	1
206	297	39	1
223	297	39	1
230	297	39	1
233	297	39	2
235	297	39	1
236	297	39	3
241	297	39	2
202	298	39	1
203	298	39	2
214	298	39	1
221	298	39	1
223	298	39	1
224	298	39	1
229	298	39	1
230	298	39	1
214	299	39	2
229	299	39	1
230	299	39	1
231	299	39	1
233	299	39	1
242	299	39	1
243	299	39	1
227	300	39	1
228	300	39	1
230	300	39	2
232	300	39	1
233	300	39	1
235	300	39	1
227	301	39	1
234	301	39	1
233	302	39	1
240	302	39	1
226	303	39	1
230	303	39	1
231	303	39	1
235	303	39	1
239	303	39	2
225	304	39	1
230	304	39	1
233	304	39	2
237	304	39	2
243	304	39	1
244	304	39	1
224	305	39	1
226	305	39	1
230	305	39	1
240	305	39	1
210	306	39	1
229	306	39	1
230	306	39	1
235	306	39	1
239	306	39	1
240	306	39	1
198	307	39	2
213	307	39	2
214	307	39	1
223	307	39	1
224	307	39	1
232	307	39	1
235	307	39	1
216	308	39	1
220	308	39	2
221	308	39	1
233	308	39	2
235	308	39	1
243	308	39	1
195	309	39	1
215	309	39	1
216	309	39	2
218	309	39	2
223	309	39	1
225	309	39	1
228	309	39	3
229	309	39	1
232	309	39	2
234	309	39	1
239	309	39	1
240	309	39	1
219	310	39	2
220	310	39	2
223	310	39	1
226	310	39	2
239	310	39	1
242	310	39	2
206	311	39	2
211	311	39	2
218	311	39	1
220	311	39	1
224	311	39	1
225	311	39	1
228	311	39	1
229	311	39	1
233	311	39	1
240	311	39	1
244	311	39	3
196	312	39	1
219	312	39	1
222	312	39	1
230	312	39	1
231	312	39	1
232	312	39	1
238	312	39	3
240	312	39	1
241	312	39	1
242	312	39	1
244	312	39	2
219	313	39	1
221	313	39	1
224	313	39	1
229	313	39	1
235	313	39	1
236	313	39	1
238	313	39	1
239	313	39	2
242	313	39	2
243	313	39	1
216	314	39	1
217	314	39	1
218	314	39	1
219	314	39	1
220	314	39	1
228	314	39	1
234	314	39	3
239	314	39	2
240	314	39	1
220	315	39	1
225	315	39	1
230	315	39	1
237	315	39	1
239	315	39	2
242	315	39	1
243	315	39	1
245	315	39	1
217	316	39	1
239	316	39	1
241	316	39	1
242	316	39	2
244	316	39	1
232	317	39	1
237	317	39	1
240	317	39	2
242	317	39	3
229	318	39	1
231	318	39	3
237	318	39	1
238	318	39	1
243	318	39	2
228	319	39	1
230	319	39	1
214	320	39	1
217	320	39	1
229	320	39	1
230	320	39	2
231	320	39	2
241	320	39	1
219	321	39	2
229	321	39	1
230	321	39	1
233	321	39	2
230	322	39	2
231	322	39	1
233	322	39	1
234	323	39	1
212	325	39	1
197	328	39	2
193	280	40	1
192	283	40	1
237	283	40	4
195	284	40	1
197	284	40	1
194	285	40	1
196	286	40	1
198	286	40	1
194	287	40	1
204	287	40	1
193	288	40	2
211	288	40	1
192	289	40	1
211	290	40	1
218	290	40	2
192	291	40	1
206	291	40	1
225	291	40	2
189	292	40	1
191	292	40	1
193	292	40	1
199	292	40	2
206	292	40	3
209	292	40	1
210	292	40	1
242	292	40	2
213	293	40	1
214	293	40	1
223	293	40	1
234	293	40	1
207	294	40	1
209	294	40	2
210	294	40	3
217	294	40	1
225	294	40	1
228	294	40	1
237	294	40	1
239	294	40	2
204	295	40	2
225	295	40	1
200	296	40	1
205	296	40	1
206	296	40	1
215	296	40	1
234	296	40	2
235	296	40	2
236	296	40	1
205	297	40	2
221	297	40	1
229	297	40	2
236	297	40	1
203	298	40	2
212	298	40	1
229	298	40	2
234	298	40	1
235	298	40	1
199	299	40	1
214	299	40	3
222	299	40	1
229	299	40	3
237	299	40	1
225	300	40	1
229	300	40	1
236	301	40	1
237	301	40	2
224	302	40	1
234	303	40	1
229	304	40	1
243	304	40	1
245	304	40	1
229	305	40	1
232	305	40	1
214	306	40	1
224	306	40	2
225	306	40	1
226	306	40	3
229	306	40	1
239	306	40	1
242	306	40	1
215	307	40	1
226	307	40	1
227	307	40	1
234	307	40	1
240	307	40	1
243	307	40	1
239	308	40	1
226	309	40	1
194	310	40	1
221	310	40	1
224	310	40	1
229	310	40	1
234	310	40	1
239	310	40	1
217	311	40	2
219	311	40	1
220	311	40	1
221	311	40	1
240	311	40	1
221	312	40	2
232	312	40	1
241	312	40	1
243	312	40	1
213	313	40	1
220	313	40	2
221	313	40	2
236	313	40	1
238	313	40	1
241	313	40	1
217	314	40	1
225	314	40	1
243	314	40	2
219	315	40	1
220	315	40	1
230	315	40	1
237	315	40	1
238	315	40	1
240	315	40	1
241	315	40	1
242	315	40	1
234	316	40	1
236	316	40	2
237	316	40	3
240	316	40	2
242	316	40	1
218	317	40	1
221	317	40	2
229	318	40	2
238	318	40	1
240	318	40	1
246	318	40	1
215	319	40	1
230	319	40	1
232	319	40	1
238	319	40	1
242	319	40	1
217	320	40	2
221	320	40	1
230	321	40	1
231	322	40	2
233	322	40	2
229	324	40	1
226	292	41	1
225	293	41	3
195	294	41	1
209	294	41	1
210	294	41	2
217	294	41	1
225	294	41	2
205	296	41	1
204	297	41	2
226	298	41	2
230	300	41	1
234	301	41	1
222	303	41	1
220	304	41	1
227	304	41	2
228	304	41	1
224	305	41	1
226	305	41	2
229	305	41	1
217	306	41	2
222	306	41	1
224	306	41	1
227	306	41	1
230	306	41	1
225	307	41	1
227	307	41	1
229	307	41	1
225	308	41	2
229	308	41	1
241	308	41	1
243	308	41	2
220	309	41	1
239	309	41	1
196	310	41	2
223	310	41	1
239	310	41	1
240	310	41	3
222	311	41	1
236	311	41	1
216	312	41	2
241	312	41	1
242	312	41	1
223	313	41	3
239	313	41	1
220	314	41	1
232	314	41	1
238	314	41	2
239	314	41	2
243	314	41	2
219	316	41	2
241	316	41	2
249	316	41	1
223	317	41	2
235	317	41	1
244	317	41	1
217	318	41	1
229	318	41	1
245	318	41	1
217	319	41	2
243	319	41	1
245	319	41	1
230	320	41	1
240	320	41	1
241	320	41	1
216	321	41	1
240	321	41	1
228	323	41	1
214	326	41	1
215	297	42	2
228	299	42	1
231	300	42	1
221	302	42	1
220	303	42	2
222	303	42	1
220	304	42	1
212	305	42	1
224	305	42	1
227	305	42	1
220	306	42	2
230	306	42	1
231	306	42	1
239	306	42	1
227	307	42	1
220	308	42	1
223	308	42	1
239	308	42	1
220	309	42	3
223	309	42	4
224	309	42	2
225	309	42	2
235	309	42	1
236	309	42	1
238	310	42	1
239	310	42	1
241	310	42	1
221	311	42	2
236	311	42	1
240	311	42	1
218	312	42	1
222	312	42	1
241	312	42	2
244	312	42	2
218	313	42	1
222	313	42	1
223	313	42	2
240	313	42	1
226	314	42	2
242	314	42	1
204	315	42	1
217	315	42	1
220	315	42	1
226	315	42	1
230	315	42	1
241	315	42	1
221	316	42	2
238	316	42	1
242	316	42	1
243	316	42	1
224	317	42	1
238	317	42	2
239	317	42	1
217	318	42	1
218	318	42	1
219	318	42	1
220	318	42	1
240	318	42	3
246	318	42	1
204	319	42	2
224	319	42	2
228	319	42	2
229	319	42	1
231	319	42	2
226	320	42	1
231	320	42	2
241	320	42	1
239	321	42	1
226	322	42	2
219	304	43	1
220	304	43	1
222	307	43	1
222	308	43	1
242	309	43	1
217	310	43	2
219	310	43	1
222	311	43	2
236	311	43	1
238	311	43	1
211	312	43	1
220	312	43	1
237	314	43	1
223	315	43	1
223	316	43	1
230	316	43	1
241	316	43	1
227	317	43	2
228	318	43	1
217	319	43	1
227	319	43	1
242	319	43	1
229	321	43	2
220	305	44	1
219	306	44	1
223	308	44	2
223	309	44	1
224	310	44	2
234	310	44	1
219	311	44	1
225	311	44	1
223	313	44	1
211	314	44	4
221	314	44	1
220	315	44	1
222	315	44	1
238	315	44	2
222	316	44	1
225	317	44	1
230	317	44	1
242	317	44	1
223	319	44	1
231	320	44	2
229	321	44	1
230	321	44	1
224	322	44	1
220	312	45	1
