x	y	z	Transcriptional Regulation by MECP2
232	253	34	1
217	254	34	1
219	254	34	1
231	254	34	1
233	254	34	1
241	254	34	1
218	255	34	2
220	255	34	1
221	255	34	2
225	255	34	1
230	255	34	1
237	255	34	1
242	255	34	1
190	256	34	1
215	256	34	1
218	256	34	1
219	256	34	1
223	256	34	3
224	256	34	1
226	256	34	1
237	256	34	1
241	256	34	3
243	256	34	2
210	257	34	7
216	257	34	1
217	257	34	1
218	257	34	1
219	257	34	1
220	257	34	2
223	257	34	3
228	257	34	1
237	257	34	1
242	257	34	1
243	257	34	1
200	258	34	1
212	258	34	1
216	258	34	1
218	258	34	1
219	258	34	3
220	258	34	1
223	258	34	1
224	258	34	1
225	258	34	2
226	258	34	1
227	258	34	1
228	258	34	1
233	258	34	1
234	258	34	4
235	258	34	3
237	258	34	1
239	258	34	1
240	258	34	1
189	259	34	1
209	259	34	1
218	259	34	3
220	259	34	1
226	259	34	1
227	259	34	2
231	259	34	1
232	259	34	1
234	259	34	1
241	259	34	1
242	259	34	1
192	260	34	1
211	260	34	3
212	260	34	1
214	260	34	3
215	260	34	1
216	260	34	1
217	260	34	1
218	260	34	1
219	260	34	4
220	260	34	3
221	260	34	1
223	260	34	2
225	260	34	1
226	260	34	1
228	260	34	1
230	260	34	2
236	260	34	2
237	260	34	1
238	260	34	1
240	260	34	1
242	260	34	2
243	260	34	1
245	260	34	2
188	261	34	1
190	261	34	3
195	261	34	1
204	261	34	1
208	261	34	1
211	261	34	1
216	261	34	1
217	261	34	1
219	261	34	1
220	261	34	3
221	261	34	2
222	261	34	1
223	261	34	2
225	261	34	1
226	261	34	1
227	261	34	1
229	261	34	1
230	261	34	1
231	261	34	1
232	261	34	1
235	261	34	3
240	261	34	1
241	261	34	1
242	261	34	1
244	261	34	1
246	261	34	2
189	262	34	1
192	262	34	2
193	262	34	2
210	262	34	1
211	262	34	2
219	262	34	1
220	262	34	2
221	262	34	1
223	262	34	1
226	262	34	1
229	262	34	1
230	262	34	2
233	262	34	1
234	262	34	1
235	262	34	2
238	262	34	1
241	262	34	1
242	262	34	2
243	262	34	2
246	262	34	1
188	263	34	1
189	263	34	2
192	263	34	1
204	263	34	1
206	263	34	3
207	263	34	1
211	263	34	2
213	263	34	1
218	263	34	2
219	263	34	2
220	263	34	1
222	263	34	2
224	263	34	2
227	263	34	2
229	263	34	1
231	263	34	1
232	263	34	1
233	263	34	1
234	263	34	3
237	263	34	1
238	263	34	1
239	263	34	1
241	263	34	1
244	263	34	1
248	263	34	2
250	263	34	1
251	263	34	2
252	263	34	3
187	264	34	1
189	264	34	1
191	264	34	1
192	264	34	2
194	264	34	1
200	264	34	4
201	264	34	2
202	264	34	3
203	264	34	1
205	264	34	1
206	264	34	1
209	264	34	3
210	264	34	1
212	264	34	1
213	264	34	2
217	264	34	1
219	264	34	1
222	264	34	1
227	264	34	1
228	264	34	1
234	264	34	1
236	264	34	1
237	264	34	1
239	264	34	4
240	264	34	2
242	264	34	3
243	264	34	2
244	264	34	2
245	264	34	1
247	264	34	1
176	265	34	3
187	265	34	3
188	265	34	1
189	265	34	1
190	265	34	1
191	265	34	1
192	265	34	1
193	265	34	1
194	265	34	2
203	265	34	1
205	265	34	1
209	265	34	1
211	265	34	2
213	265	34	1
217	265	34	1
218	265	34	1
221	265	34	2
222	265	34	3
226	265	34	3
228	265	34	1
230	265	34	1
231	265	34	1
234	265	34	1
239	265	34	1
241	265	34	1
243	265	34	2
245	265	34	2
249	265	34	1
250	265	34	1
178	266	34	1
186	266	34	2
188	266	34	1
193	266	34	3
194	266	34	1
197	266	34	1
209	266	34	1
210	266	34	1
211	266	34	2
214	266	34	2
217	266	34	2
221	266	34	3
225	266	34	2
227	266	34	3
228	266	34	2
229	266	34	1
233	266	34	2
235	266	34	1
237	266	34	1
238	266	34	1
251	266	34	1
183	267	34	1
186	267	34	2
191	267	34	1
192	267	34	1
193	267	34	1
194	267	34	1
195	267	34	2
197	267	34	1
206	267	34	2
208	267	34	2
209	267	34	1
210	267	34	1
214	267	34	1
216	267	34	3
225	267	34	1
228	267	34	2
229	267	34	2
231	267	34	2
235	267	34	1
242	267	34	1
243	267	34	1
245	267	34	1
247	267	34	1
176	268	34	1
183	268	34	1
188	268	34	2
195	268	34	2
207	268	34	1
208	268	34	1
210	268	34	1
214	268	34	2
216	268	34	1
220	268	34	2
240	268	34	2
244	268	34	1
245	268	34	1
246	268	34	1
250	268	34	1
171	269	34	2
175	269	34	1
176	269	34	2
182	269	34	2
184	269	34	1
185	269	34	1
187	269	34	1
188	269	34	2
189	269	34	1
192	269	34	2
193	269	34	2
194	269	34	2
196	269	34	1
198	269	34	1
204	269	34	2
208	269	34	5
209	269	34	1
210	269	34	2
215	269	34	2
216	269	34	1
218	269	34	1
219	269	34	1
220	269	34	1
222	269	34	1
230	269	34	1
231	269	34	1
232	269	34	1
236	269	34	1
239	269	34	2
241	269	34	2
242	269	34	2
248	269	34	2
249	269	34	1
251	269	34	1
252	269	34	1
254	269	34	1
175	270	34	3
179	270	34	2
180	270	34	1
183	270	34	1
185	270	34	2
186	270	34	1
187	270	34	1
189	270	34	1
194	270	34	1
196	270	34	1
197	270	34	2
199	270	34	2
200	270	34	1
201	270	34	1
203	270	34	1
205	270	34	1
206	270	34	1
210	270	34	1
214	270	34	2
215	270	34	1
221	270	34	1
228	270	34	3
233	270	34	1
239	270	34	2
241	270	34	1
242	270	34	2
243	270	34	2
245	270	34	1
251	270	34	1
172	271	34	2
173	271	34	2
175	271	34	1
178	271	34	1
179	271	34	2
180	271	34	2
182	271	34	2
185	271	34	2
187	271	34	1
201	271	34	1
205	271	34	1
206	271	34	3
211	271	34	2
212	271	34	1
213	271	34	1
215	271	34	1
220	271	34	1
221	271	34	1
226	271	34	1
231	271	34	2
241	271	34	2
243	271	34	1
244	271	34	3
250	271	34	1
173	272	34	1
175	272	34	3
176	272	34	2
177	272	34	2
180	272	34	2
182	272	34	2
183	272	34	2
184	272	34	2
185	272	34	1
190	272	34	1
203	272	34	3
205	272	34	1
206	272	34	2
211	272	34	1
212	272	34	1
213	272	34	3
214	272	34	2
218	272	34	1
225	272	34	1
227	272	34	1
228	272	34	1
229	272	34	1
230	272	34	1
235	272	34	1
237	272	34	2
241	272	34	2
245	272	34	1
249	272	34	1
173	273	34	1
181	273	34	1
182	273	34	1
184	273	34	1
185	273	34	2
188	273	34	1
197	273	34	1
201	273	34	1
205	273	34	1
207	273	34	3
209	273	34	1
214	273	34	1
216	273	34	1
218	273	34	1
219	273	34	1
230	273	34	1
231	273	34	1
239	273	34	2
241	273	34	1
243	273	34	1
245	273	34	1
248	273	34	1
249	273	34	2
170	274	34	1
174	274	34	1
178	274	34	3
179	274	34	1
180	274	34	2
182	274	34	2
183	274	34	1
187	274	34	2
197	274	34	1
204	274	34	1
206	274	34	1
207	274	34	2
209	274	34	1
211	274	34	1
215	274	34	1
217	274	34	1
218	274	34	2
233	274	34	1
234	274	34	1
236	274	34	1
238	274	34	3
239	274	34	1
241	274	34	2
246	274	34	1
250	274	34	2
179	275	34	2
183	275	34	1
185	275	34	1
189	275	34	2
207	275	34	3
209	275	34	1
212	275	34	2
213	275	34	1
215	275	34	1
217	275	34	3
219	275	34	1
231	275	34	1
233	275	34	2
239	275	34	3
246	275	34	1
175	276	34	1
177	276	34	2
180	276	34	1
184	276	34	1
187	276	34	1
208	276	34	2
209	276	34	2
211	276	34	2
214	276	34	1
219	276	34	1
229	276	34	1
232	276	34	1
236	276	34	1
239	276	34	1
242	276	34	3
244	276	34	2
250	276	34	1
175	277	34	4
176	277	34	1
183	277	34	2
184	277	34	3
186	277	34	1
206	277	34	1
211	277	34	3
212	277	34	3
229	277	34	1
235	277	34	1
236	277	34	2
237	277	34	1
238	277	34	1
241	277	34	1
244	277	34	1
245	277	34	1
175	278	34	2
178	278	34	1
186	278	34	2
201	278	34	2
205	278	34	1
206	278	34	1
209	278	34	1
210	278	34	1
211	278	34	2
234	278	34	2
236	278	34	4
239	278	34	1
243	278	34	1
244	278	34	2
174	279	34	1
175	279	34	1
179	279	34	1
180	279	34	1
181	279	34	1
192	279	34	2
205	279	34	2
207	279	34	1
209	279	34	1
215	279	34	2
217	279	34	1
219	279	34	3
223	279	34	1
231	279	34	1
232	279	34	1
237	279	34	3
238	279	34	2
241	279	34	1
244	279	34	2
246	279	34	2
248	279	34	1
249	279	34	1
174	280	34	1
175	280	34	1
176	280	34	1
177	280	34	1
180	280	34	1
187	280	34	1
188	280	34	1
192	280	34	1
204	280	34	1
205	280	34	1
207	280	34	1
209	280	34	1
210	280	34	1
224	280	34	1
233	280	34	1
234	280	34	1
236	280	34	1
239	280	34	1
240	280	34	1
245	280	34	2
248	280	34	1
249	280	34	2
175	281	34	1
176	281	34	1
189	281	34	2
191	281	34	1
192	281	34	1
202	281	34	1
204	281	34	1
205	281	34	2
207	281	34	2
209	281	34	1
210	281	34	3
213	281	34	3
226	281	34	3
228	281	34	1
229	281	34	1
230	281	34	4
231	281	34	4
233	281	34	1
241	281	34	1
244	281	34	2
245	281	34	2
248	281	34	1
250	281	34	1
189	282	34	1
207	282	34	2
210	282	34	2
211	282	34	1
214	282	34	1
215	282	34	1
218	282	34	4
222	282	34	2
226	282	34	2
232	282	34	1
234	282	34	3
245	282	34	1
247	282	34	1
248	282	34	1
249	282	34	2
251	282	34	1
176	283	34	1
179	283	34	1
192	283	34	1
204	283	34	2
210	283	34	1
211	283	34	1
218	283	34	2
219	283	34	1
223	283	34	1
224	283	34	2
228	283	34	1
230	283	34	3
231	283	34	1
233	283	34	2
237	283	34	1
238	283	34	2
239	283	34	1
240	283	34	2
243	283	34	2
249	283	34	2
251	283	34	1
176	284	34	1
178	284	34	2
185	284	34	2
191	284	34	1
205	284	34	1
207	284	34	3
209	284	34	2
210	284	34	2
220	284	34	1
222	284	34	2
224	284	34	1
225	284	34	1
227	284	34	2
229	284	34	3
233	284	34	1
234	284	34	2
235	284	34	1
237	284	34	2
242	284	34	1
243	284	34	2
245	284	34	1
246	284	34	1
247	284	34	1
248	284	34	2
249	284	34	1
254	284	34	1
177	285	34	1
179	285	34	1
181	285	34	1
187	285	34	1
188	285	34	1
202	285	34	1
204	285	34	1
205	285	34	5
206	285	34	1
208	285	34	1
209	285	34	3
211	285	34	1
218	285	34	3
219	285	34	1
220	285	34	3
221	285	34	1
222	285	34	1
223	285	34	2
224	285	34	2
226	285	34	1
232	285	34	1
238	285	34	2
242	285	34	3
243	285	34	1
245	285	34	4
176	286	34	2
177	286	34	2
186	286	34	1
189	286	34	1
202	286	34	1
204	286	34	2
205	286	34	1
207	286	34	1
208	286	34	1
209	286	34	1
213	286	34	2
218	286	34	1
222	286	34	1
223	286	34	2
226	286	34	2
227	286	34	2
228	286	34	3
234	286	34	1
240	286	34	2
243	286	34	1
247	286	34	2
254	286	34	1
255	286	34	1
187	287	34	2
188	287	34	1
190	287	34	2
199	287	34	2
209	287	34	1
219	287	34	2
220	287	34	1
221	287	34	2
223	287	34	1
228	287	34	1
230	287	34	1
233	287	34	1
235	287	34	2
236	287	34	1
239	287	34	1
243	287	34	1
251	287	34	1
252	287	34	1
176	288	34	1
177	288	34	1
184	288	34	3
185	288	34	2
186	288	34	1
187	288	34	3
190	288	34	1
199	288	34	3
200	288	34	2
202	288	34	2
203	288	34	1
204	288	34	2
205	288	34	2
209	288	34	1
220	288	34	3
221	288	34	1
223	288	34	2
224	288	34	2
228	288	34	1
229	288	34	1
230	288	34	1
233	288	34	2
235	288	34	1
237	288	34	1
240	288	34	1
245	288	34	1
246	288	34	1
247	288	34	1
248	288	34	2
184	289	34	2
185	289	34	2
198	289	34	3
199	289	34	1
200	289	34	1
202	289	34	3
224	289	34	2
226	289	34	2
232	289	34	4
233	289	34	3
242	289	34	1
245	289	34	3
248	289	34	1
249	289	34	1
182	290	34	1
186	290	34	2
187	290	34	3
197	290	34	3
198	290	34	1
203	290	34	1
204	290	34	1
222	290	34	1
223	290	34	3
224	290	34	1
230	290	34	3
232	290	34	2
237	290	34	1
240	290	34	2
246	290	34	1
248	290	34	1
253	290	34	1
182	291	34	1
186	291	34	1
199	291	34	2
200	291	34	1
202	291	34	3
203	291	34	1
221	291	34	1
223	291	34	2
224	291	34	1
229	291	34	3
231	291	34	1
232	291	34	2
235	291	34	1
236	291	34	1
239	291	34	1
241	291	34	1
242	291	34	1
245	291	34	1
250	291	34	2
255	291	34	1
187	292	34	1
198	292	34	1
221	292	34	1
222	292	34	6
223	292	34	1
226	292	34	3
228	292	34	5
231	292	34	1
233	292	34	1
234	292	34	1
235	292	34	1
236	292	34	1
237	292	34	2
242	292	34	2
244	292	34	4
252	292	34	5
182	293	34	1
188	293	34	3
194	293	34	1
196	293	34	2
197	293	34	3
201	293	34	1
202	293	34	1
207	293	34	4
222	293	34	1
223	293	34	1
224	293	34	3
225	293	34	2
230	293	34	2
232	293	34	2
235	293	34	1
237	293	34	1
238	293	34	1
241	293	34	2
244	293	34	2
247	293	34	1
251	293	34	1
183	294	34	2
195	294	34	1
197	294	34	1
206	294	34	1
217	294	34	2
220	294	34	2
221	294	34	1
223	294	34	1
224	294	34	1
226	294	34	2
229	294	34	1
235	294	34	1
236	294	34	1
242	294	34	2
243	294	34	2
246	294	34	1
179	295	34	1
184	295	34	1
192	295	34	1
194	295	34	2
197	295	34	1
202	295	34	3
204	295	34	1
218	295	34	2
220	295	34	2
224	295	34	2
225	295	34	1
228	295	34	2
229	295	34	1
230	295	34	1
232	295	34	2
236	295	34	3
240	295	34	1
244	295	34	1
182	296	34	1
184	296	34	1
196	296	34	3
198	296	34	4
200	296	34	1
201	296	34	1
202	296	34	1
205	296	34	1
221	296	34	1
222	296	34	1
223	296	34	1
225	296	34	1
226	296	34	1
228	296	34	1
230	296	34	2
238	296	34	1
242	296	34	3
244	296	34	1
179	297	34	2
195	297	34	2
196	297	34	1
199	297	34	1
203	297	34	1
204	297	34	2
219	297	34	1
221	297	34	2
224	297	34	1
225	297	34	1
229	297	34	3
232	297	34	1
235	297	34	1
236	297	34	1
238	297	34	1
242	297	34	1
243	297	34	1
245	297	34	2
197	298	34	1
203	298	34	2
220	298	34	1
223	298	34	1
224	298	34	1
228	298	34	1
233	298	34	3
234	298	34	2
237	298	34	1
239	298	34	1
242	298	34	1
245	298	34	1
246	298	34	2
248	298	34	1
180	299	34	1
182	299	34	2
195	299	34	1
197	299	34	1
199	299	34	1
203	299	34	1
224	299	34	1
228	299	34	3
229	299	34	3
232	299	34	2
241	299	34	1
242	299	34	2
243	299	34	2
244	299	34	3
245	299	34	2
225	300	34	1
226	300	34	2
228	300	34	2
230	300	34	1
233	300	34	1
238	300	34	1
242	300	34	1
246	300	34	1
197	301	34	2
207	301	34	2
225	301	34	2
227	301	34	2
232	301	34	2
233	301	34	2
242	301	34	1
245	301	34	2
223	302	34	2
226	302	34	2
228	302	34	1
230	302	34	1
232	302	34	1
235	302	34	1
236	302	34	1
239	302	34	2
243	302	34	1
226	303	34	2
227	303	34	1
231	303	34	2
233	303	34	2
239	303	34	1
240	303	34	3
245	303	34	1
199	304	34	2
226	304	34	1
227	304	34	2
230	304	34	2
232	304	34	3
235	304	34	1
240	304	34	1
241	304	34	2
243	304	34	2
244	304	34	5
199	305	34	1
204	305	34	1
222	305	34	2
223	305	34	1
226	305	34	1
230	305	34	1
232	305	34	2
233	305	34	2
235	305	34	1
236	305	34	1
239	305	34	1
240	305	34	1
198	306	34	2
203	306	34	1
223	306	34	2
224	306	34	1
227	306	34	2
228	306	34	1
230	306	34	2
232	306	34	1
233	306	34	1
234	306	34	1
238	306	34	1
242	306	34	1
244	306	34	1
201	307	34	3
225	307	34	2
226	307	34	1
234	307	34	2
237	307	34	2
240	307	34	1
241	307	34	1
243	307	34	1
224	308	34	3
225	308	34	1
226	308	34	1
229	308	34	2
232	308	34	1
236	308	34	1
237	308	34	2
239	308	34	1
220	309	34	1
221	309	34	1
222	309	34	1
223	309	34	1
224	309	34	3
227	309	34	1
228	309	34	1
232	309	34	1
234	309	34	1
235	309	34	1
242	309	34	1
221	310	34	1
224	310	34	2
226	310	34	1
227	310	34	2
231	310	34	1
233	310	34	2
234	310	34	2
237	310	34	1
238	310	34	1
240	310	34	2
241	310	34	1
222	311	34	3
227	311	34	1
228	311	34	4
230	311	34	1
232	311	34	1
235	311	34	3
236	311	34	3
216	312	34	3
225	312	34	1
226	312	34	1
228	312	34	1
229	312	34	1
232	312	34	1
235	312	34	2
237	312	34	3
212	313	34	1
221	313	34	1
224	313	34	1
225	313	34	1
226	313	34	1
228	313	34	1
231	313	34	2
232	313	34	1
234	313	34	1
235	313	34	2
236	313	34	1
225	314	34	2
226	314	34	2
229	314	34	1
230	314	34	1
228	315	34	1
229	315	34	2
230	315	34	1
231	315	34	1
233	315	34	1
238	315	34	1
226	316	34	1
232	316	34	4
234	316	34	1
231	317	34	2
233	317	34	1
237	318	34	1
230	248	35	2
226	250	35	2
228	250	35	1
229	250	35	1
224	251	35	1
227	251	35	1
228	251	35	2
225	252	35	1
226	252	35	1
229	252	35	2
219	253	35	1
221	253	35	2
224	253	35	1
221	254	35	1
223	254	35	1
225	254	35	1
226	254	35	1
227	254	35	2
230	254	35	2
231	254	35	1
240	254	35	3
218	255	35	1
219	255	35	1
222	255	35	2
224	255	35	1
225	255	35	1
226	255	35	2
227	255	35	1
229	255	35	1
230	255	35	1
216	256	35	2
220	256	35	2
221	256	35	2
225	256	35	1
226	256	35	1
240	256	35	2
241	256	35	1
243	256	35	2
209	257	35	5
218	257	35	2
221	257	35	1
225	257	35	1
226	257	35	1
230	257	35	2
237	257	35	4
241	257	35	1
203	258	35	1
216	258	35	2
218	258	35	1
221	258	35	1
222	258	35	2
227	258	35	1
228	258	35	1
229	258	35	1
235	258	35	1
237	258	35	1
239	258	35	1
190	259	35	2
210	259	35	1
215	259	35	1
217	259	35	2
221	259	35	1
222	259	35	1
223	259	35	1
227	259	35	1
228	259	35	1
230	259	35	1
231	259	35	1
233	259	35	1
238	259	35	1
239	259	35	1
241	259	35	3
242	259	35	2
244	259	35	1
190	260	35	3
214	260	35	3
215	260	35	2
217	260	35	1
218	260	35	1
220	260	35	1
222	260	35	3
223	260	35	2
225	260	35	1
226	260	35	1
227	260	35	1
228	260	35	1
229	260	35	1
231	260	35	1
233	260	35	1
234	260	35	1
235	260	35	1
236	260	35	4
238	260	35	1
239	260	35	1
240	260	35	1
243	260	35	3
245	260	35	1
247	260	35	1
189	261	35	1
193	261	35	2
208	261	35	1
210	261	35	3
211	261	35	1
213	261	35	2
216	261	35	1
218	261	35	1
220	261	35	3
221	261	35	1
222	261	35	2
223	261	35	1
224	261	35	2
227	261	35	1
233	261	35	2
235	261	35	1
236	261	35	2
237	261	35	3
238	261	35	3
240	261	35	6
241	261	35	1
245	261	35	1
246	261	35	1
189	262	35	1
203	262	35	3
206	262	35	1
207	262	35	1
208	262	35	2
211	262	35	1
215	262	35	1
218	262	35	1
219	262	35	4
220	262	35	2
222	262	35	2
224	262	35	2
226	262	35	1
232	262	35	1
233	262	35	1
236	262	35	2
237	262	35	1
238	262	35	2
239	262	35	1
240	262	35	1
241	262	35	1
243	262	35	1
248	262	35	1
188	263	35	1
205	263	35	2
210	263	35	2
211	263	35	1
212	263	35	2
213	263	35	2
216	263	35	1
217	263	35	1
218	263	35	1
220	263	35	3
221	263	35	3
222	263	35	2
224	263	35	1
226	263	35	1
227	263	35	1
228	263	35	1
230	263	35	1
231	263	35	3
234	263	35	2
235	263	35	2
237	263	35	2
241	263	35	1
243	263	35	2
244	263	35	2
248	263	35	1
250	263	35	1
188	264	35	1
190	264	35	2
192	264	35	1
209	264	35	2
213	264	35	1
214	264	35	1
216	264	35	4
217	264	35	1
219	264	35	1
221	264	35	1
222	264	35	1
223	264	35	1
225	264	35	1
226	264	35	1
227	264	35	1
228	264	35	2
229	264	35	1
230	264	35	2
231	264	35	1
233	264	35	3
234	264	35	1
235	264	35	1
236	264	35	1
237	264	35	2
239	264	35	2
240	264	35	2
245	264	35	1
250	264	35	1
178	265	35	1
184	265	35	2
185	265	35	1
187	265	35	2
190	265	35	1
191	265	35	3
194	265	35	3
196	265	35	1
200	265	35	2
202	265	35	2
204	265	35	1
205	265	35	1
207	265	35	1
208	265	35	2
209	265	35	1
211	265	35	2
212	265	35	2
214	265	35	2
216	265	35	1
218	265	35	1
221	265	35	1
225	265	35	1
228	265	35	4
229	265	35	2
231	265	35	2
234	265	35	1
238	265	35	1
239	265	35	2
241	265	35	1
243	265	35	1
178	266	35	1
183	266	35	3
184	266	35	2
186	266	35	1
187	266	35	1
188	266	35	1
190	266	35	2
192	266	35	2
194	266	35	3
195	266	35	1
196	266	35	2
197	266	35	2
204	266	35	1
205	266	35	1
206	266	35	3
208	266	35	1
209	266	35	1
211	266	35	3
219	266	35	2
220	266	35	1
221	266	35	1
223	266	35	3
224	266	35	1
226	266	35	3
229	266	35	1
230	266	35	1
233	266	35	2
234	266	35	1
238	266	35	2
239	266	35	2
240	266	35	1
241	266	35	1
242	266	35	2
243	266	35	2
245	266	35	1
250	266	35	1
184	267	35	2
190	267	35	2
194	267	35	2
195	267	35	1
196	267	35	1
206	267	35	1
207	267	35	1
212	267	35	1
215	267	35	2
217	267	35	1
219	267	35	1
222	267	35	1
225	267	35	1
226	267	35	4
227	267	35	1
228	267	35	1
231	267	35	1
232	267	35	1
233	267	35	3
239	267	35	1
242	267	35	2
243	267	35	1
245	267	35	1
247	267	35	1
248	267	35	3
249	267	35	2
177	268	35	1
183	268	35	1
186	268	35	1
187	268	35	1
188	268	35	1
189	268	35	1
192	268	35	1
193	268	35	1
194	268	35	1
205	268	35	1
207	268	35	2
209	268	35	1
210	268	35	1
213	268	35	1
215	268	35	5
218	268	35	2
219	268	35	1
223	268	35	2
229	268	35	4
233	268	35	1
238	268	35	2
241	268	35	1
242	268	35	3
245	268	35	1
246	268	35	1
248	268	35	1
249	268	35	1
250	268	35	2
252	268	35	4
180	269	35	1
181	269	35	2
184	269	35	2
185	269	35	1
186	269	35	1
191	269	35	1
194	269	35	2
197	269	35	3
201	269	35	2
202	269	35	3
210	269	35	1
212	269	35	2
213	269	35	1
215	269	35	1
216	269	35	3
217	269	35	2
218	269	35	2
220	269	35	2
222	269	35	2
224	269	35	2
239	269	35	1
240	269	35	1
245	269	35	1
247	269	35	1
248	269	35	1
249	269	35	1
250	269	35	3
172	270	35	1
173	270	35	2
176	270	35	1
178	270	35	1
181	270	35	2
185	270	35	2
186	270	35	2
188	270	35	1
190	270	35	2
191	270	35	1
194	270	35	1
195	270	35	2
202	270	35	2
207	270	35	1
210	270	35	1
211	270	35	1
212	270	35	1
213	270	35	1
214	270	35	1
216	270	35	3
218	270	35	1
220	270	35	1
223	270	35	2
231	270	35	1
233	270	35	1
235	270	35	1
236	270	35	3
238	270	35	2
239	270	35	1
240	270	35	1
241	270	35	1
244	270	35	1
245	270	35	2
246	270	35	1
247	270	35	2
248	270	35	1
249	270	35	1
250	270	35	1
171	271	35	2
173	271	35	2
177	271	35	1
179	271	35	2
180	271	35	1
185	271	35	3
187	271	35	1
189	271	35	2
193	271	35	3
195	271	35	2
198	271	35	4
207	271	35	3
210	271	35	1
212	271	35	1
213	271	35	1
217	271	35	4
218	271	35	1
220	271	35	3
225	271	35	1
228	271	35	1
231	271	35	1
233	271	35	1
236	271	35	5
237	271	35	1
238	271	35	1
241	271	35	3
245	271	35	2
248	271	35	1
249	271	35	1
250	271	35	1
174	272	35	1
176	272	35	2
179	272	35	5
183	272	35	1
185	272	35	1
189	272	35	1
190	272	35	1
191	272	35	3
193	272	35	1
197	272	35	2
201	272	35	1
202	272	35	2
205	272	35	3
207	272	35	3
209	272	35	1
210	272	35	3
211	272	35	1
213	272	35	1
215	272	35	2
217	272	35	2
218	272	35	1
229	272	35	1
232	272	35	1
237	272	35	2
238	272	35	1
240	272	35	4
241	272	35	1
243	272	35	3
244	272	35	1
246	272	35	1
176	273	35	1
179	273	35	1
181	273	35	2
182	273	35	1
184	273	35	3
186	273	35	2
187	273	35	1
204	273	35	1
208	273	35	1
209	273	35	1
212	273	35	1
215	273	35	1
216	273	35	1
217	273	35	2
218	273	35	1
227	273	35	1
228	273	35	1
230	273	35	2
231	273	35	2
235	273	35	1
239	273	35	3
241	273	35	1
242	273	35	4
245	273	35	2
250	273	35	1
170	274	35	1
171	274	35	3
173	274	35	1
178	274	35	1
183	274	35	5
184	274	35	2
185	274	35	1
186	274	35	2
190	274	35	1
196	274	35	1
201	274	35	1
202	274	35	1
204	274	35	2
207	274	35	2
210	274	35	1
212	274	35	1
215	274	35	1
218	274	35	2
223	274	35	1
228	274	35	1
234	274	35	1
235	274	35	1
236	274	35	1
239	274	35	1
242	274	35	2
244	274	35	1
245	274	35	1
176	275	35	1
178	275	35	2
184	275	35	1
186	275	35	2
189	275	35	1
191	275	35	1
200	275	35	1
203	275	35	3
205	275	35	1
212	275	35	2
214	275	35	2
219	275	35	1
231	275	35	1
235	275	35	2
237	275	35	2
240	275	35	1
242	275	35	1
177	276	35	2
178	276	35	1
186	276	35	2
187	276	35	1
188	276	35	1
202	276	35	1
203	276	35	3
211	276	35	1
212	276	35	1
217	276	35	1
219	276	35	1
220	276	35	1
221	276	35	4
230	276	35	2
232	276	35	2
233	276	35	2
237	276	35	1
239	276	35	1
242	276	35	2
244	276	35	1
248	276	35	1
173	277	35	1
176	277	35	2
187	277	35	3
202	277	35	2
204	277	35	1
205	277	35	1
206	277	35	1
208	277	35	2
210	277	35	1
211	277	35	2
213	277	35	2
215	277	35	2
218	277	35	1
219	277	35	1
220	277	35	2
224	277	35	2
229	277	35	1
230	277	35	2
232	277	35	3
238	277	35	1
241	277	35	1
242	277	35	2
248	277	35	2
171	278	35	3
174	278	35	1
183	278	35	2
187	278	35	1
202	278	35	1
203	278	35	1
204	278	35	2
205	278	35	1
210	278	35	2
213	278	35	2
214	278	35	1
215	278	35	5
221	278	35	2
224	278	35	1
229	278	35	1
230	278	35	3
234	278	35	1
236	278	35	1
238	278	35	1
243	278	35	1
245	278	35	3
247	278	35	1
172	279	35	2
177	279	35	1
180	279	35	3
190	279	35	1
209	279	35	2
212	279	35	2
214	279	35	3
217	279	35	2
222	279	35	1
227	279	35	2
229	279	35	3
233	279	35	3
234	279	35	1
235	279	35	1
237	279	35	1
245	279	35	2
172	280	35	2
173	280	35	1
174	280	35	1
175	280	35	1
177	280	35	1
189	280	35	1
190	280	35	1
191	280	35	1
194	280	35	1
203	280	35	1
205	280	35	1
207	280	35	1
208	280	35	1
210	280	35	1
214	280	35	2
215	280	35	2
217	280	35	1
219	280	35	2
220	280	35	1
221	280	35	1
224	280	35	1
226	280	35	3
232	280	35	1
237	280	35	1
238	280	35	3
245	280	35	1
173	281	35	1
174	281	35	4
179	281	35	3
180	281	35	2
182	281	35	1
187	281	35	2
203	281	35	2
204	281	35	1
205	281	35	2
207	281	35	1
210	281	35	1
212	281	35	1
216	281	35	1
217	281	35	1
219	281	35	2
221	281	35	2
222	281	35	2
223	281	35	3
226	281	35	2
228	281	35	2
229	281	35	1
230	281	35	1
235	281	35	2
239	281	35	1
240	281	35	2
244	281	35	1
245	281	35	1
248	281	35	1
175	282	35	1
179	282	35	1
187	282	35	1
190	282	35	1
203	282	35	2
205	282	35	1
207	282	35	1
210	282	35	1
213	282	35	1
215	282	35	2
218	282	35	1
219	282	35	1
220	282	35	1
222	282	35	2
224	282	35	2
225	282	35	2
229	282	35	1
231	282	35	1
233	282	35	3
242	282	35	1
171	283	35	2
173	283	35	1
175	283	35	1
180	283	35	2
183	283	35	1
187	283	35	2
189	283	35	1
190	283	35	3
191	283	35	3
204	283	35	1
205	283	35	2
207	283	35	1
208	283	35	2
210	283	35	1
